Wahl zum Bundestag der Bundesrepublik Deutschland in Mecklenburg-Vorpommern am 27. September 2009;
Endgültiges Ergebnis der Gemeinden - Stimmenanzahl der Parteien;
In den amtsangehörigen Gemeinden ohne Briefwahlergebnisse. Diese werden auf Amtsebene festgestellt.;
Bsp. 13051711: Briefwahlergebnis der Gemeinden des Amtes Bad Doberan-Land (Amt 5111);
Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;Erst-/Zweitstimme;ungueltige Stimmen;gueltige Stimmen;SPD;CDU;DIE LINKE;FDP;GRÜNE;NPD;MLPD;REP;PIRATEN;Einzelbewerber;
P;54;Ludwigslust;5424;Wittenburg;13054063;Lehsen;1;1;276;181;65,6;1;3,9;96,1;17,2;53,4;16,1;6,3;3,4;3,4;x;x;x;x;
A;54;Ludwigslust;5424;Wittenburg;13054063;Lehsen;1;1;276;181;65,6;2;5;176;19;83;33;23;8;5;1;2;2;x;
P;54;Ludwigslust;5424;Wittenburg;13054063;Lehsen;1;1;276;181;65,6;2;2,8;97,2;10,8;47,2;18,8;13,1;4,5;2,8;0,6;1,1;1,1;x;
A;54;Ludwigslust;5424;Wittenburg;13054117;Wittenburg, Stadt;4;4;4222;2231;52,8;1;53;2178;540;727;554;178;81;98;x;x;x;x;
P;54;Ludwigslust;5424;Wittenburg;13054117;Wittenburg, Stadt;4;4;4222;2231;52,8;1;2,4;97,6;24,8;33,4;25,4;8,2;3,7;4,5;x;x;x;x;
A;54;Ludwigslust;5424;Wittenburg;13054117;Wittenburg, Stadt;4;4;4222;2231;52,8;2;52;2179;463;723;535;239;91;76;2;12;38;x;
P;54;Ludwigslust;5424;Wittenburg;13054117;Wittenburg, Stadt;4;4;4222;2231;52,8;2;2,3;97,7;21,2;33,2;24,6;11,0;4,2;3,5;0,1;0,6;1,7;x;
A;54;Ludwigslust;5424;Wittenburg;13054124;Wittendörp;7;7;2436;1433;58,8;1;17;1416;343;552;266;138;54;63;x;x;x;x;
P;54;Ludwigslust;5424;Wittenburg;13054124;Wittendörp;7;7;2436;1433;58,8;1;1,2;98,8;24,2;39,0;18,8;9,7;3,8;4,4;x;x;x;x;
A;54;Ludwigslust;5424;Wittenburg;13054124;Wittendörp;7;7;2436;1433;58,8;2;16;1417;272;541;271;187;59;53;2;4;28;x;
P;54;Ludwigslust;5424;Wittenburg;13054124;Wittendörp;7;7;2436;1433;58,8;2;1,1;98,9;19,2;38,2;19,1;13,2;4,2;3,7;0,1;0,3;2,0;x;
A;54;Ludwigslust;5424;Wittenburg;13054724;Briefwahl Wittenburg;1;1;0;525;0,0;1;7;518;170;168;106;37;33;4;x;x;x;x;
P;54;Ludwigslust;5424;Wittenburg;13054724;Briefwahl Wittenburg;1;1;0;525;0,0;1;1,3;98,7;32,8;32,4;20,5;7,1;6,4;0,8;x;x;x;x;
A;54;Ludwigslust;5424;Wittenburg;13054724;Briefwahl Wittenburg;1;1;0;525;0,0;2;4;521;135;184;105;44;35;2;1;1;14;x;
P;54;Ludwigslust;5424;Wittenburg;13054724;Briefwahl Wittenburg;1;1;0;525;0,0;2;0,8;99,2;25,9;35,3;20,2;8,4;6,7;0,4;0,2;0,2;2,7;x;
A;54;Ludwigslust;5425;Dömitz-Malliß;13054024;Dömitz, Stadt;5;5;2763;1522;55,1;1;26;1496;381;482;410;109;47;67;x;x;x;x;
P;54;Ludwigslust;5425;Dömitz-Malliß;13054024;Dömitz, Stadt;5;5;2763;1522;55,1;1;1,7;98,3;25,5;32,2;27,4;7,3;3,1;4,5;x;x;x;x;
A;54;Ludwigslust;5425;Dömitz-Malliß;13054024;Dömitz, Stadt;5;5;2763;1522;55,1;2;19;1503;303;500;410;129;64;63;3;2;29;x;
P;54;Ludwigslust;5425;Dömitz-Malliß;13054024;Dömitz, Stadt;5;5;2763;1522;55,1;2;1,2;98,8;20,2;33,3;27,3;8,6;4,3;4,2;0,2;0,1;1,9;x;
A;54;Ludwigslust;5425;Dömitz-Malliß;13054049;Karenz;1;1;219;136;62,1;1;2;134;28;52;37;7;3;7;x;x;x;x;
P;54;Ludwigslust;5425;Dömitz-Malliß;13054049;Karenz;1;1;219;136;62,1;1;1,5;98,5;20,9;38,8;27,6;5,2;2,2;5,2;x;x;x;x;
A;54;Ludwigslust;5425;Dömitz-Malliß;13054049;Karenz;1;1;219;136;62,1;2;1;135;26;50;35;11;3;7;0;0;3;x;
P;54;Ludwigslust;5425;Dömitz-Malliß;13054049;Karenz;1;1;219;136;62,1;2;0,7;99,3;19,3;37,0;25,9;8,1;2,2;5,2;0,0;0,0;2,2;x;
A;54;Ludwigslust;5425;Dömitz-Malliß;13054071;Malk Göhren;1;1;405;252;62,2;1;4;248;65;64;70;21;10;18;x;x;x;x;
P;54;Ludwigslust;5425;Dömitz-Malliß;13054071;Malk Göhren;1;1;405;252;62,2;1;1,6;98,4;26,2;25,8;28,2;8,5;4,0;7,3;x;x;x;x;
A;54;Ludwigslust;5425;Dömitz-Malliß;13054071;Malk Göhren;1;1;405;252;62,2;2;5;247;67;52;71;22;14;17;1;1;2;x;
P;54;Ludwigslust;5425;Dömitz-Malliß;13054071;Malk Göhren;1;1;405;252;62,2;2;2,0;98,0;27,1;21,1;28,7;8,9;5,7;6,9;0,4;0,4;0,8;x;
A;54;Ludwigslust;5425;Dömitz-Malliß;13054072;Malliß;2;2;1085;620;57,1;1;8;612;165;197;153;46;19;32;x;x;x;x;
P;54;Ludwigslust;5425;Dömitz-Malliß;13054072;Malliß;2;2;1085;620;57,1;1;1,3;98,7;27,0;32,2;25,0;7,5;3,1;5,2;x;x;x;x;
A;54;Ludwigslust;5425;Dömitz-Malliß;13054072;Malliß;2;2;1085;620;57,1;2;6;614;129;195;168;63;17;33;1;0;8;x;
P;54;Ludwigslust;5425;Dömitz-Malliß;13054072;Malliß;2;2;1085;620;57,1;2;1,0;99,0;21,0;31,8;27,4;10,3;2,8;5,4;0,2;0,0;1,3;x;
A;54;Ludwigslust;5425;Dömitz-Malliß;13054079;Neu Kaliß;2;2;1725;985;57,1;1;20;965;257;255;210;185;31;27;x;x;x;x;
P;54;Ludwigslust;5425;Dömitz-Malliß;13054079;Neu Kaliß;2;2;1725;985;57,1;1;2,0;98,0;26,6;26,4;21,8;19,2;3,2;2,8;x;x;x;x;
A;54;Ludwigslust;5425;Dömitz-Malliß;13054079;Neu Kaliß;2;2;1725;985;57,1;2;16;969;211;265;210;199;39;26;4;3;12;x;
P;54;Ludwigslust;5425;Dömitz-Malliß;13054079;Neu Kaliß;2;2;1725;985;57,1;2;1,6;98,4;21,8;27,3;21,7;20,5;4,0;2,7;0,4;0,3;1,2;x;
A;54;Ludwigslust;5425;Dömitz-Malliß;13054110;Vielank;3;3;1224;703;57,4;1;21;682;149;254;168;51;26;34;x;x;x;x;
P;54;Ludwigslust;5425;Dömitz-Malliß;13054110;Vielank;3;3;1224;703;57,4;1;3,0;97,0;21,8;37,2;24,6;7,5;3,8;5,0;x;x;x;x;
A;54;Ludwigslust;5425;Dömitz-Malliß;13054110;Vielank;3;3;1224;703;57,4;2;19;684;128;240;162;84;29;28;1;1;11;x;
P;54;Ludwigslust;5425;Dömitz-Malliß;13054110;Vielank;3;3;1224;703;57,4;2;2,7;97,3;18,7;35,1;23,7;12,3;4,2;4,1;0,1;0,1;1,6;x;
A;54;Ludwigslust;5425;Dömitz-Malliß;13054125;Grebs-Niendorf;2;2;508;308;60,6;1;1;307;76;103;62;26;11;29;x;x;x;x;
P;54;Ludwigslust;5425;Dömitz-Malliß;13054125;Grebs-Niendorf;2;2;508;308;60,6;1;0,3;99,7;24,8;33,6;20,2;8,5;3,6;9,4;x;x;x;x;
A;54;Ludwigslust;5425;Dömitz-Malliß;13054125;Grebs-Niendorf;2;2;508;308;60,6;2;1;307;57;108;65;27;19;26;0;1;4;x;
P;54;Ludwigslust;5425;Dömitz-Malliß;13054125;Grebs-Niendorf;2;2;508;308;60,6;2;0,3;99,7;18,6;35,2;21,2;8,8;6,2;8,5;0,0;0,3;1,3;x;
A;54;Ludwigslust;5425;Dömitz-Malliß;13054725;Briefwahl Dömitz-Malliß;1;1;0;564;0,0;1;6;558;125;161;174;60;26;12;x;x;x;x;
P;54;Ludwigslust;5425;Dömitz-Malliß;13054725;Briefwahl Dömitz-Malliß;1;1;0;564;0,0;1;1,1;98,9;22,4;28,9;31,2;10,8;4,7;2,2;x;x;x;x;
A;54;Ludwigslust;5425;Dömitz-Malliß;13054725;Briefwahl Dömitz-Malliß;1;1;0;564;0,0;2;3;561;93;177;166;67;39;9;2;1;7;x;
P;54;Ludwigslust;5425;Dömitz-Malliß;13054725;Briefwahl Dömitz-Malliß;1;1;0;564;0,0;2;0,5;99,5;16,6;31,6;29,6;11,9;7,0;1,6;0,4;0,2;1,2;x;
A;54;Ludwigslust;5426;Grabow;13054003;Balow;1;1;292;190;65,1;1;2;188;65;69;36;10;6;2;x;x;x;x;
P;54;Ludwigslust;5426;Grabow;13054003;Balow;1;1;292;190;65,1;1;1,1;98,9;34,6;36,7;19,1;5,3;3,2;1,1;x;x;x;x;
A;54;Ludwigslust;5426;Grabow;13054003;Balow;1;1;292;190;65,1;2;3;187;52;81;27;11;11;3;1;0;1;x;
P;54;Ludwigslust;5426;Grabow;13054003;Balow;1;1;292;190;65,1;2;1,6;98,4;27,8;43,3;14,4;5,9;5,9;1,6;0,5;0,0;0,5;x;
A;54;Ludwigslust;5426;Grabow;13054018;Brunow;2;2;308;220;71,4;1;2;218;45;90;59;16;7;1;x;x;x;x;
P;54;Ludwigslust;5426;Grabow;13054018;Brunow;2;2;308;220;71,4;1;0,9;99,1;20,6;41,3;27,1;7,3;3,2;0,5;x;x;x;x;
A;54;Ludwigslust;5426;Grabow;13054018;Brunow;2;2;308;220;71,4;2;1;219;41;77;58;23;14;2;0;0;4;x;
P;54;Ludwigslust;5426;Grabow;13054018;Brunow;2;2;308;220;71,4;2;0,5;99,5;18,7;35,2;26,5;10,5;6,4;0,9;0,0;0,0;1,8;x;
A;54;Ludwigslust;5426;Grabow;13054021;Dambeck;1;1;266;182;68,4;1;2;180;43;67;40;14;10;6;x;x;x;x;
P;54;Ludwigslust;5426;Grabow;13054021;Dambeck;1;1;266;182;68,4;1;1,1;98,9;23,9;37,2;22,2;7,8;5,6;3,3;x;x;x;x;
A;54;Ludwigslust;5426;Grabow;13054021;Dambeck;1;1;266;182;68,4;2;3;179;31;75;42;12;8;6;2;0;3;x;
P;54;Ludwigslust;5426;Grabow;13054021;Dambeck;1;1;266;182;68,4;2;1,6;98,4;17,3;41,9;23,5;6,7;4,5;3,4;1,1;0,0;1,7;x;
A;54;Ludwigslust;5426;Grabow;13054028;Eldena;2;2;1144;715;62,5;1;4;711;152;261;159;79;20;40;x;x;x;x;
P;54;Ludwigslust;5426;Grabow;13054028;Eldena;2;2;1144;715;62,5;1;0,6;99,4;21,4;36,7;22,4;11,1;2,8;5,6;x;x;x;x;
A;54;Ludwigslust;5426;Grabow;13054028;Eldena;2;2;1144;715;62,5;2;5;710;125;257;156;94;25;38;0;3;12;x;
P;54;Ludwigslust;5426;Grabow;13054028;Eldena;2;2;1144;715;62,5;2;0,7;99,3;17,6;36,2;22,0;13,2;3,5;5,4;0,0;0,4;1,7;x;
A;54;Ludwigslust;5426;Grabow;13054035;Gorlosen;2;2;441;269;61,0;1;7;262;62;90;61;27;19;3;x;x;x;x;
P;54;Ludwigslust;5426;Grabow;13054035;Gorlosen;2;2;441;269;61,0;1;2,6;97,4;23,7;34,4;23,3;10,3;7,3;1,1;x;x;x;x;
A;54;Ludwigslust;5426;Grabow;13054035;Gorlosen;2;2;441;269;61,0;2;6;263;52;94;58;34;18;2;2;0;3;x;
P;54;Ludwigslust;5426;Grabow;13054035;Gorlosen;2;2;441;269;61,0;2;2,2;97,8;19,8;35,7;22,1;12,9;6,8;0,8;0,8;0,0;1,1;x;
A;54;Ludwigslust;5426;Grabow;13054037;Grabow, Stadt;5;5;5094;2658;52,2;1;60;2598;728;712;749;245;63;101;x;x;x;x;
P;54;Ludwigslust;5426;Grabow;13054037;Grabow, Stadt;5;5;5094;2658;52,2;1;2,3;97,7;28,0;27,4;28,8;9,4;2,4;3,9;x;x;x;x;
A;54;Ludwigslust;5426;Grabow;13054037;Grabow, Stadt;5;5;5094;2658;52,2;2;46;2612;606;748;713;279;91;95;3;6;71;x;
P;54;Ludwigslust;5426;Grabow;13054037;Grabow, Stadt;5;5;5094;2658;52,2;2;1,7;98,3;23,2;28,6;27,3;10,7;3,5;3,6;0,1;0,2;2,7;x;
A;54;Ludwigslust;5426;Grabow;13054051;Karstädt;1;1;505;263;52,1;1;6;257;54;87;76;21;7;12;x;x;x;x;
P;54;Ludwigslust;5426;Grabow;13054051;Karstädt;1;1;505;263;52,1;1;2,3;97,7;21,0;33,9;29,6;8,2;2,7;4,7;x;x;x;x;
A;54;Ludwigslust;5426;Grabow;13054051;Karstädt;1;1;505;263;52,1;2;4;259;44;81;71;30;13;12;3;0;5;x;
P;54;Ludwigslust;5426;Grabow;13054051;Karstädt;1;1;505;263;52,1;2;1,5;98,5;17,0;31,3;27,4;11,6;5,0;4,6;1,2;0,0;1,9;x;
A;54;Ludwigslust;5426;Grabow;13054058;Kremmin;1;1;228;153;67,1;1;4;149;41;35;54;11;5;3;x;x;x;x;
P;54;Ludwigslust;5426;Grabow;13054058;Kremmin;1;1;228;153;67,1;1;2,6;97,4;27,5;23,5;36,2;7,4;3,4;2,0;x;x;x;x;
A;54;Ludwigslust;5426;Grabow;13054058;Kremmin;1;1;228;153;67,1;2;4;149;30;35;57;15;6;3;0;0;3;x;
P;54;Ludwigslust;5426;Grabow;13054058;Kremmin;1;1;228;153;67,1;2;2,6;97,4;20,1;23,5;38,3;10,1;4,0;2,0;0,0;0,0;2,0;x;
A;54;Ludwigslust;5426;Grabow;13054074;Milow;1;1;348;213;61,2;1;4;209;23;100;38;22;15;11;x;x;x;x;
P;54;Ludwigslust;5426;Grabow;13054074;Milow;1;1;348;213;61,2;1;1,9;98,1;11,0;47,8;18,2;10,5;7,2;5,3;x;x;x;x;
A;54;Ludwigslust;5426;Grabow;13054074;Milow;1;1;348;213;61,2;2;5;208;21;101;38;24;8;8;0;1;7;x;
P;54;Ludwigslust;5426;Grabow;13054074;Milow;1;1;348;213;61,2;2;2,3;97,7;10,1;48,6;18,3;11,5;3,8;3,8;0,0;0,5;3,4;x;
A;54;Ludwigslust;5426;Grabow;13054075;Möllenbeck;1;1;184;105;57,1;1;2;103;20;45;25;8;3;2;x;x;x;x;
P;54;Ludwigslust;5426;Grabow;13054075;Möllenbeck;1;1;184;105;57,1;1;1,9;98,1;19,4;43,7;24,3;7,8;2,9;1,9;x;x;x;x;
A;54;Ludwigslust;5426;Grabow;13054075;Möllenbeck;1;1;184;105;57,1;2;2;103;15;39;28;15;3;2;0;0;1;x;
P;54;Ludwigslust;5426;Grabow;13054075;Möllenbeck;1;1;184;105;57,1;2;1,9;98,1;14,6;37,9;27,2;14,6;2,9;1,9;0,0;0,0;1,0;x;
A;54;Ludwigslust;5426;Grabow;13054077;Muchow;1;1;283;179;63,3;1;1;178;51;59;45;14;8;1;x;x;x;x;
P;54;Ludwigslust;5426;Grabow;13054077;Muchow;1;1;283;179;63,3;1;0,6;99,4;28,7;33,1;25,3;7,9;4,5;0,6;x;x;x;x;
A;54;Ludwigslust;5426;Grabow;13054077;Muchow;1;1;283;179;63,3;2;2;177;38;68;45;15;10;1;0;0;0;x;
P;54;Ludwigslust;5426;Grabow;13054077;Muchow;1;1;283;179;63,3;2;1,1;98,9;21,5;38,4;25,4;8,5;5,6;0,6;0,0;0,0;0,0;x;
A;54;Ludwigslust;5426;Grabow;13054089;Prislich;3;3;659;360;54,6;1;10;350;87;107;85;35;12;24;x;x;x;x;
P;54;Ludwigslust;5426;Grabow;13054089;Prislich;3;3;659;360;54,6;1;2,8;97,2;24,9;30,6;24,3;10,0;3,4;6,9;x;x;x;x;
A;54;Ludwigslust;5426;Grabow;13054089;Prislich;3;3;659;360;54,6;2;11;349;61;111;86;41;19;21;0;0;10;x;
P;54;Ludwigslust;5426;Grabow;13054089;Prislich;3;3;659;360;54,6;2;3,1;96,9;17,5;31,8;24,6;11,7;5,4;6,0;0,0;0,0;2,9;x;
A;54;Ludwigslust;5426;Grabow;13054098;Steesow;1;1;165;92;55,8;1;5;87;21;32;15;10;8;1;x;x;x;x;
P;54;Ludwigslust;5426;Grabow;13054098;Steesow;1;1;165;92;55,8;1;5,4;94,6;24,1;36,8;17,2;11,5;9,2;1,1;x;x;x;x;
A;54;Ludwigslust;5426;Grabow;13054098;Steesow;1;1;165;92;55,8;2;7;85;17;38;14;10;3;1;0;0;2;x;
P;54;Ludwigslust;5426;Grabow;13054098;Steesow;1;1;165;92;55,8;2;7,6;92,4;20,0;44,7;16,5;11,8;3,5;1,2;0,0;0,0;2,4;x;
A;54;Ludwigslust;5426;Grabow;13054122;Zierzow;1;1;364;200;54,9;1;2;198;65;48;57;20;4;4;x;x;x;x;
P;54;Ludwigslust;5426;Grabow;13054122;Zierzow;1;1;364;200;54,9;1;1,0;99,0;32,8;24,2;28,8;10,1;2,0;2,0;x;x;x;x;
A;54;Ludwigslust;5426;Grabow;13054122;Zierzow;1;1;364;200;54,9;2;3;197;58;51;54;19;5;3;1;0;6;x;
P;54;Ludwigslust;5426;Grabow;13054122;Zierzow;1;1;364;200;54,9;2;1,5;98,5;29,4;25,9;27,4;9,6;2,5;1,5;0,5;0,0;3,0;x;
A;54;Ludwigslust;5426;Grabow;13054726;Briefwahl Amt Grabow;1;1;0;815;0,0;1;12;803;216;252;198;81;49;7;x;x;x;x;
P;54;Ludwigslust;5426;Grabow;13054726;Briefwahl Amt Grabow;1;1;0;815;0,0;1;1,5;98,5;26,9;31,4;24,7;10,1;6,1;0,9;x;x;x;x;
A;54;Ludwigslust;5426;Grabow;13054726;Briefwahl Amt Grabow;1;1;0;815;0,0;2;9;806;176;257;203;90;52;8;1;2;17;x;
P;54;Ludwigslust;5426;Grabow;13054726;Briefwahl Amt Grabow;1;1;0;815;0,0;2;1,1;98,9;21,8;31,9;25,2;11,2;6,5;1,0;0,1;0,2;2,1;x;
A;55;Mecklenburg-Strelitz;5503;Neustrelitz, Stadt;13055050;Neustrelitz, Stadt;18;18;18148;11365;62,6;1;198;11167;1999;3598;3895;676;451;410;x;x;x;138;
P;55;Mecklenburg-Strelitz;5503;Neustrelitz, Stadt;13055050;Neustrelitz, Stadt;18;18;18148;11365;62,6;1;1,7;98,3;17,9;32,2;34,9;6,1;4,0;3,7;x;x;x;1,2;
A;55;Mecklenburg-Strelitz;5503;Neustrelitz, Stadt;13055050;Neustrelitz, Stadt;18;18;18148;11365;62,6;2;157;11208;1998;3366;3838;817;552;382;23;19;213;x;
P;55;Mecklenburg-Strelitz;5503;Neustrelitz, Stadt;13055050;Neustrelitz, Stadt;18;18;18148;11365;62,6;2;1,4;98,6;17,8;30,0;34,2;7,3;4,9;3,4;0,2;0,2;1,9;x;
A;55;Mecklenburg-Strelitz;5504;Feldberger Seenlandschaft;13055082;Feldberger Seenlandschaft;10;10;4075;2606;64,0;1;66;2540;529;929;710;136;120;91;x;x;x;25;
P;55;Mecklenburg-Strelitz;5504;Feldberger Seenlandschaft;13055082;Feldberger Seenlandschaft;10;10;4075;2606;64,0;1;2,5;97,5;20,8;36,6;28,0;5,4;4,7;3,6;x;x;x;1,0;
A;55;Mecklenburg-Strelitz;5504;Feldberger Seenlandschaft;13055082;Feldberger Seenlandschaft;10;10;4075;2606;64,0;2;51;2555;497;911;693;184;138;81;3;5;43;x;
P;55;Mecklenburg-Strelitz;5504;Feldberger Seenlandschaft;13055082;Feldberger Seenlandschaft;10;10;4075;2606;64,0;2;2,0;98,0;19,5;35,7;27,1;7,2;5,4;3,2;0,1;0,2;1,7;x;
A;55;Mecklenburg-Strelitz;5513;Friedland;13055020;Friedland, Stadt;7;7;5808;2692;46,3;1;83;2609;356;1050;726;206;51;195;x;x;x;25;
P;55;Mecklenburg-Strelitz;5513;Friedland;13055020;Friedland, Stadt;7;7;5808;2692;46,3;1;3,1;96,9;13,6;40,2;27,8;7,9;2,0;7,5;x;x;x;1,0;
A;55;Mecklenburg-Strelitz;5513;Friedland;13055020;Friedland, Stadt;7;7;5808;2692;46,3;2;67;2625;335;1025;691;259;66;191;3;4;51;x;
P;55;Mecklenburg-Strelitz;5513;Friedland;13055020;Friedland, Stadt;7;7;5808;2692;46,3;2;2,5;97,5;12,8;39,0;26,3;9,9;2,5;7,3;0,1;0,2;1,9;x;
A;55;Mecklenburg-Strelitz;5513;Friedland;13055021;Genzkow;1;1;137;84;61,3;1;1;83;12;33;28;4;2;2;x;x;x;2;
P;55;Mecklenburg-Strelitz;5513;Friedland;13055021;Genzkow;1;1;137;84;61,3;1;1,2;98,8;14,5;39,8;33,7;4,8;2,4;2,4;x;x;x;2,4;
A;55;Mecklenburg-Strelitz;5513;Friedland;13055021;Genzkow;1;1;137;84;61,3;2;0;84;8;25;29;12;3;3;0;0;4;x;
P;55;Mecklenburg-Strelitz;5513;Friedland;13055021;Genzkow;1;1;137;84;61,3;2;0,0;100,0;9,5;29,8;34,5;14,3;3,6;3,6;0,0;0,0;4,8;x;
A;55;Mecklenburg-Strelitz;5513;Friedland;13055022;Glienke;1;1;132;70;53,0;1;2;68;9;26;20;4;3;5;x;x;x;1;
P;55;Mecklenburg-Strelitz;5513;Friedland;13055022;Glienke;1;1;132;70;53,0;1;2,9;97,1;13,2;38,2;29,4;5,9;4,4;7,4;x;x;x;1,5;
A;55;Mecklenburg-Strelitz;5513;Friedland;13055022;Glienke;1;1;132;70;53,0;2;2;68;7;27;24;4;1;5;0;0;0;x;
P;55;Mecklenburg-Strelitz;5513;Friedland;13055022;Glienke;1;1;132;70;53,0;2;2,9;97,1;10,3;39,7;35,3;5,9;1,5;7,4;0,0;0,0;0,0;x;
A;55;Mecklenburg-Strelitz;5513;Friedland;13055085;Eichhorst;1;1;429;252;58,7;1;11;241;21;119;64;16;5;14;x;x;x;2;
P;55;Mecklenburg-Strelitz;5513;Friedland;13055085;Eichhorst;1;1;429;252;58,7;1;4,4;95,6;8,7;49,4;26,6;6,6;2,1;5,8;x;x;x;0,8;
A;55;Mecklenburg-Strelitz;5513;Friedland;13055085;Eichhorst;1;1;429;252;58,7;2;11;241;20;110;67;20;6;14;0;0;4;x;
P;55;Mecklenburg-Strelitz;5513;Friedland;13055085;Eichhorst;1;1;429;252;58,7;2;4,4;95,6;8,3;45,6;27,8;8,3;2,5;5,8;0,0;0,0;1,7;x;
A;55;Mecklenburg-Strelitz;5513;Friedland;13055088;Datzetal;2;2;781;457;58,5;1;11;446;70;180;125;40;13;13;x;x;x;5;
P;55;Mecklenburg-Strelitz;5513;Friedland;13055088;Datzetal;2;2;781;457;58,5;1;2,4;97,6;15,7;40,4;28,0;9,0;2,9;2,9;x;x;x;1,1;
A;55;Mecklenburg-Strelitz;5513;Friedland;13055088;Datzetal;2;2;781;457;58,5;2;12;445;51;188;127;44;10;17;0;0;8;x;
P;55;Mecklenburg-Strelitz;5513;Friedland;13055088;Datzetal;2;2;781;457;58,5;2;2,6;97,4;11,5;42,2;28,5;9,9;2,2;3,8;0,0;0,0;1,8;x;
A;55;Mecklenburg-Strelitz;5513;Friedland;13055089;Galenbeck;3;3;1179;529;44,9;1;9;520;91;187;153;47;12;26;x;x;x;4;
P;55;Mecklenburg-Strelitz;5513;Friedland;13055089;Galenbeck;3;3;1179;529;44,9;1;1,7;98,3;17,5;36,0;29,4;9,0;2,3;5,0;x;x;x;0,8;
A;55;Mecklenburg-Strelitz;5513;Friedland;13055089;Galenbeck;3;3;1179;529;44,9;2;11;518;79;194;137;53;18;22;2;0;13;x;
P;55;Mecklenburg-Strelitz;5513;Friedland;13055089;Galenbeck;3;3;1179;529;44,9;2;2,1;97,9;15,3;37,5;26,4;10,2;3,5;4,2;0,4;0,0;2,5;x;
A;55;Mecklenburg-Strelitz;5513;Friedland;13055713;Briefwahl Friedland;1;1;0;687;0,0;1;14;673;105;235;214;44;37;24;x;x;x;14;
P;55;Mecklenburg-Strelitz;5513;Friedland;13055713;Briefwahl Friedland;1;1;0;687;0,0;1;2,0;98,0;15,6;34,9;31,8;6,5;5,5;3,6;x;x;x;2,1;
A;55;Mecklenburg-Strelitz;5513;Friedland;13055713;Briefwahl Friedland;1;1;0;687;0,0;2;16;671;90;253;194;53;27;26;4;5;19;x;
P;55;Mecklenburg-Strelitz;5513;Friedland;13055713;Briefwahl Friedland;1;1;0;687;0,0;2;2,3;97,7;13,4;37,7;28,9;7,9;4,0;3,9;0,6;0,7;2,8;x;
A;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055004;Blankensee;3;3;1475;871;59,1;1;31;840;107;279;304;66;39;36;x;x;x;9;
P;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055004;Blankensee;3;3;1475;871;59,1;1;3,6;96,4;12,7;33,2;36,2;7,9;4,6;4,3;x;x;x;1,1;
A;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055004;Blankensee;3;3;1475;871;59,1;2;27;844;97;276;284;91;48;32;0;1;15;x;
P;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055004;Blankensee;3;3;1475;871;59,1;2;3,1;96,9;11,5;32,7;33,6;10,8;5,7;3,8;0,0;0,1;1,8;x;
A;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055005;Blumenholz;1;1;682;383;56,2;1;5;378;39;134;147;22;18;11;x;x;x;7;
P;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055005;Blumenholz;1;1;682;383;56,2;1;1,3;98,7;10,3;35,4;38,9;5,8;4,8;2,9;x;x;x;1,9;
A;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055005;Blumenholz;1;1;682;383;56,2;2;7;376;46;123;133;39;17;12;0;2;4;x;
P;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055005;Blumenholz;1;1;682;383;56,2;2;1,8;98,2;12,2;32,7;35,4;10,4;4,5;3,2;0,0;0,5;1,1;x;
A;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055011;Carpin;1;1;799;467;58,4;1;3;464;63;157;160;38;23;21;x;x;x;2;
P;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055011;Carpin;1;1;799;467;58,4;1;0,6;99,4;13,6;33,8;34,5;8,2;5,0;4,5;x;x;x;0,4;
A;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055011;Carpin;1;1;799;467;58,4;2;2;465;63;154;144;41;28;22;0;0;13;x;
P;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055011;Carpin;1;1;799;467;58,4;2;0,4;99,6;13,5;33,1;31,0;8,8;6,0;4,7;0,0;0,0;2,8;x;
A;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055023;Godendorf;1;1;195;127;65,1;1;2;125;17;40;50;6;4;7;x;x;x;1;
P;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055023;Godendorf;1;1;195;127;65,1;1;1,6;98,4;13,6;32,0;40,0;4,8;3,2;5,6;x;x;x;0,8;
A;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055023;Godendorf;1;1;195;127;65,1;2;2;125;17;30;47;17;5;5;0;2;2;x;
P;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055023;Godendorf;1;1;195;127;65,1;2;1,6;98,4;13,6;24,0;37,6;13,6;4,0;4,0;0,0;1,6;1,6;x;
