Wahl zum Deutschen Bundestag in Mecklenburg-Vorpommern am 24. September 2017
Endgültiges Ergebnis der Gemeinden - Stimmenanzahl der Parteien
In den amtsangehörigen Gemeinden ohne Briefwahlergebnisse. Diese werden auf Amtsebene festgestellt. Beispiel: 13071751 - Briefwahlergebnis der Gemeinden des Amtes Demmin-Land (Amt 5151)
(c) Die Landeswahlleiterin Mecklenburg-Vorpommern

Berechnungsdatum;Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;Erf. Wahlbezirke;Wahlberechtigte;Wähler;Wahlbeteiligung;Erst-/Zweitstimme;Ungültige Stimmen;Gültige Stimmen;CDU;DIE LINKE;SPD;AfD;GRÜNE;NPD;FDP;FREIE  WÄHLER;MLPD;BGE;ÖDP;Die PARTEI;Tierschutzpartei;Einzelbewerber
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5558;Peenetal/Loitz;13075036;Görmin;1;1;718;423;58,9;1;1,7;98,3;37,3;15,1;9,9;23,3;3,1;1,2;5,0;3,6;x;x;x;1,4;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5558;Peenetal/Loitz;13075036;Görmin;1;1;718;423;58,9;2;8;415;156;62;39;97;12;5;17;7;0;2;0;7;11;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5558;Peenetal/Loitz;13075036;Görmin;1;1;718;423;58,9;2;1,9;98,1;37,6;14,9;9,4;23,4;2,9;1,2;4,1;1,7;0,0;0,5;0,0;1,7;2,7;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5558;Peenetal/Loitz;13075082;Loitz, Stadt;6;6;3659;1968;53,8;1;33;1935;829;260;194;461;31;20;95;32;x;x;x;13;x;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5558;Peenetal/Loitz;13075082;Loitz, Stadt;6;6;3659;1968;53,8;1;1,7;98,3;42,8;13,4;10,0;23,8;1,6;1,0;4,9;1,7;x;x;x;0,7;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5558;Peenetal/Loitz;13075082;Loitz, Stadt;6;6;3659;1968;53,8;2;39;1929;834;268;172;453;35;26;93;11;0;5;1;13;18;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5558;Peenetal/Loitz;13075082;Loitz, Stadt;6;6;3659;1968;53,8;2;2,0;98,0;43,2;13,9;8,9;23,5;1,8;1,3;4,8;0,6;0,0;0,3;0,1;0,7;0,9;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5558;Peenetal/Loitz;13075123;Sassen-Trantow;2;2;712;438;61,5;1;3;435;183;54;61;85;14;3;18;11;x;x;x;6;x;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5558;Peenetal/Loitz;13075123;Sassen-Trantow;2;2;712;438;61,5;1;0,7;99,3;42,1;12,4;14,0;19,5;3,2;0,7;4,1;2,5;x;x;x;1,4;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5558;Peenetal/Loitz;13075123;Sassen-Trantow;2;2;712;438;61,5;2;3;435;182;52;57;87;17;2;21;5;1;0;1;6;4;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5558;Peenetal/Loitz;13075123;Sassen-Trantow;2;2;712;438;61,5;2;0,7;99,3;41,8;12,0;13,1;20,0;3,9;0,5;4,8;1,1;0,2;0,0;0,2;1,4;0,9;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5558;Peenetal/Loitz;13075758;Briefwahl Peenetal/Loitz;1;1;0;595;x;1;5;590;242;80;91;101;14;6;42;6;x;x;x;8;x;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5558;Peenetal/Loitz;13075758;Briefwahl Peenetal/Loitz;1;1;0;595;x;1;0,8;99,2;41,0;13,6;15,4;17,1;2,4;1,0;7,1;1,0;x;x;x;1,4;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5558;Peenetal/Loitz;13075758;Briefwahl Peenetal/Loitz;1;1;0;595;x;2;2;593;277;75;75;99;11;5;31;3;2;2;3;5;5;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5558;Peenetal/Loitz;13075758;Briefwahl Peenetal/Loitz;1;1;0;595;x;2;0,3;99,7;46,7;12,6;12,6;16,7;1,9;0,8;5,2;0,5;0,3;0,3;0,5;0,8;0,8;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075004;Altwigshagen;2;2;347;215;62,0;1;6;209;65;34;44;42;6;8;7;2;x;x;x;1;x;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075004;Altwigshagen;2;2;347;215;62,0;1;2,8;97,2;31,1;16,3;21,1;20,1;2,9;3,8;3,3;1,0;x;x;x;0,5;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075004;Altwigshagen;2;2;347;215;62,0;2;5;210;76;36;30;37;7;12;6;1;0;0;0;0;5;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075004;Altwigshagen;2;2;347;215;62,0;2;2,3;97,7;36,2;17,1;14,3;17,6;3,3;5,7;2,9;0,5;0,0;0,0;0,0;0,0;2,4;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075033;Ferdinandshof;2;2;2228;1234;55,4;1;28;1206;406;198;191;269;22;38;55;20;x;x;x;7;x;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075033;Ferdinandshof;2;2;2228;1234;55,4;1;2,3;97,7;33,7;16,4;15,8;22,3;1,8;3,2;4,6;1,7;x;x;x;0,6;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075033;Ferdinandshof;2;2;2228;1234;55,4;2;34;1200;426;195;174;249;22;48;48;14;2;4;0;6;12;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075033;Ferdinandshof;2;2;2228;1234;55,4;2;2,8;97,2;35,5;16,3;14,5;20,8;1,8;4,0;4,0;1,2;0,2;0,3;0,0;0,5;1,0;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075045;Hammer a. d. Uecker;1;1;384;232;60,4;1;5;227;69;26;30;71;5;14;5;6;x;x;x;1;x;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075045;Hammer a. d. Uecker;1;1;384;232;60,4;1;2,2;97,8;30,4;11,5;13,2;31,3;2,2;6,2;2,2;2,6;x;x;x;0,4;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075045;Hammer a. d. Uecker;1;1;384;232;60,4;2;3;229;76;24;28;69;6;13;9;3;0;0;0;0;1;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075045;Hammer a. d. Uecker;1;1;384;232;60,4;2;1,3;98,7;33,2;10,5;12,2;30,1;2,6;5,7;3,9;1,3;0,0;0,0;0,0;0,0;0,4;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075048;Heinrichswalde;1;1;347;211;60,8;1;2;209;71;35;35;53;0;10;3;0;x;x;x;2;x;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075048;Heinrichswalde;1;1;347;211;60,8;1;0,9;99,1;34,0;16,7;16,7;25,4;0,0;4,8;1,4;0,0;x;x;x;1,0;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075048;Heinrichswalde;1;1;347;211;60,8;2;2;209;76;32;31;56;1;5;4;0;0;0;1;2;1;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075048;Heinrichswalde;1;1;347;211;60,8;2;0,9;99,1;36,4;15,3;14,8;26,8;0,5;2,4;1,9;0,0;0,0;0,0;0,5;1,0;0,5;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075118;Rothemühl;1;1;257;175;68,1;1;3;172;66;34;20;37;2;5;7;1;x;x;x;0;x;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075118;Rothemühl;1;1;257;175;68,1;1;1,7;98,3;38,4;19,8;11,6;21,5;1,2;2,9;4,1;0,6;x;x;x;0,0;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075118;Rothemühl;1;1;257;175;68,1;2;2;173;65;32;21;38;3;2;4;3;1;1;0;0;3;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075118;Rothemühl;1;1;257;175;68,1;2;1,1;98,9;37,6;18,5;12,1;22,0;1,7;1,2;2,3;1,7;0,6;0,6;0,0;0,0;1,7;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075131;Torgelow, Stadt;8;8;7490;3779;50,5;1;54;3725;1015;686;647;981;51;83;158;64;x;x;x;40;x;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075131;Torgelow, Stadt;8;8;7490;3779;50,5;1;1,4;98,6;27,2;18,4;17,4;26,3;1,4;2,2;4,2;1,7;x;x;x;1,1;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075131;Torgelow, Stadt;8;8;7490;3779;50,5;2;56;3723;1041;688;549;970;58;82;185;35;6;10;1;33;65;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075131;Torgelow, Stadt;8;8;7490;3779;50,5;2;1,5;98,5;28,0;18,5;14,7;26,1;1,6;2,2;5,0;0,9;0,2;0,3;0,0;0,9;1,7;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075143;Wilhelmsburg;2;2;647;400;61,8;1;8;392;69;57;64;149;2;24;20;6;x;x;x;1;x;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075143;Wilhelmsburg;2;2;647;400;61,8;1;2,0;98,0;17,6;14,5;16,3;38,0;0,5;6,1;5,1;1,5;x;x;x;0,3;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075143;Wilhelmsburg;2;2;647;400;61,8;2;10;390;77;50;53;140;2;30;26;6;0;0;0;1;5;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075143;Wilhelmsburg;2;2;647;400;61,8;2;2,5;97,5;19,7;12,8;13,6;35,9;0,5;7,7;6,7;1,5;0,0;0,0;0,0;0,3;1,3;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075759;Briefwahl Torgelow-Ferdinandshof;1;1;0;1706;x;1;23;1683;534;326;276;333;33;18;114;33;x;x;x;16;x;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075759;Briefwahl Torgelow-Ferdinandshof;1;1;0;1706;x;1;1,3;98,7;31,7;19,4;16,4;19,8;2,0;1,1;6,8;2,0;x;x;x;1,0;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075759;Briefwahl Torgelow-Ferdinandshof;1;1;0;1706;x;2;22;1684;625;318;225;310;23;20;101;19;2;9;2;8;22;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5559;Torgelow-Ferdinandshof;13075759;Briefwahl Torgelow-Ferdinandshof;1;1;0;1706;x;2;1,3;98,7;37,1;18,9;13,4;18,4;1,4;1,2;6,0;1,1;0,1;0,5;0,1;0,5;1,3;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075017;Brietzig;1;1;149;99;66,4;1;1;98;39;21;15;19;2;0;1;1;x;x;x;0;x;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075017;Brietzig;1;1;149;99;66,4;1;1,0;99,0;39,8;21,4;15,3;19,4;2,0;0,0;1,0;1,0;x;x;x;0,0;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075017;Brietzig;1;1;149;99;66,4;2;1;98;43;19;13;16;1;1;3;0;0;0;0;0;2;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075017;Brietzig;1;1;149;99;66,4;2;1,0;99,0;43,9;19,4;13,3;16,3;1,0;1,0;3,1;0,0;0,0;0,0;0,0;0,0;2,0;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075032;Fahrenwalde;1;1;250;168;67,2;1;0;168;60;32;23;33;7;1;7;3;x;x;x;2;x;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075032;Fahrenwalde;1;1;250;168;67,2;1;0,0;100,0;35,7;19,0;13,7;19,6;4,2;0,6;4,2;1,8;x;x;x;1,2;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075032;Fahrenwalde;1;1;250;168;67,2;2;1;167;64;27;23;28;6;2;6;2;0;1;0;3;5;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075032;Fahrenwalde;1;1;250;168;67,2;2;0,6;99,4;38,3;16,2;13,8;16,8;3,6;1,2;3,6;1,2;0,0;0,6;0,0;1,8;3,0;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075042;Groß Luckow;1;1;145;79;54,5;1;2;77;25;8;10;28;1;2;3;0;x;x;x;0;x;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075042;Groß Luckow;1;1;145;79;54,5;1;2,5;97,5;32,5;10,4;13,0;36,4;1,3;2,6;3,9;0,0;x;x;x;0,0;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075042;Groß Luckow;1;1;145;79;54,5;2;2;77;27;8;7;26;2;6;0;0;0;0;0;0;1;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075042;Groß Luckow;1;1;145;79;54,5;2;2,5;97,5;35,1;10,4;9,1;33,8;2,6;7,8;0,0;0,0;0,0;0,0;0,0;0,0;1,3;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075055;Jatznick;6;6;1932;1144;59,2;1;30;1114;349;177;151;302;22;19;61;19;x;x;x;14;x;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075055;Jatznick;6;6;1932;1144;59,2;1;2,6;97,4;31,3;15,9;13,6;27,1;2,0;1,7;5,5;1,7;x;x;x;1,3;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075055;Jatznick;6;6;1932;1144;59,2;2;22;1122;364;183;131;294;26;24;62;8;0;0;2;14;14;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075055;Jatznick;6;6;1932;1144;59,2;2;1,9;98,1;32,4;16,3;11,7;26,2;2,3;2,1;5,5;0,7;0,0;0,0;0,2;1,2;1,2;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075063;Koblentz;1;1;177;112;63,3;1;2;110;41;17;15;24;0;11;2;0;x;x;x;0;x;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075063;Koblentz;1;1;177;112;63,3;1;1,8;98,2;37,3;15,5;13,6;21,8;0,0;10,0;1,8;0,0;x;x;x;0,0;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075063;Koblentz;1;1;177;112;63,3;2;4;108;39;17;14;21;2;10;2;0;0;0;0;0;3;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075063;Koblentz;1;1;177;112;63,3;2;3,6;96,4;36,1;15,7;13,0;19,4;1,9;9,3;1,9;0,0;0,0;0,0;0,0;0,0;2,8;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075071;Krugsdorf;1;1;363;206;56,7;1;7;199;51;32;27;61;6;6;9;6;x;x;x;1;x;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075071;Krugsdorf;1;1;363;206;56,7;1;3,4;96,6;25,6;16,1;13,6;30,7;3,0;3,0;4,5;3,0;x;x;x;0,5;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075071;Krugsdorf;1;1;363;206;56,7;2;10;196;47;31;31;55;5;6;11;0;1;1;0;2;6;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075071;Krugsdorf;1;1;363;206;56,7;2;4,9;95,1;24,0;15,8;15,8;28,1;2,6;3,1;5,6;0,0;0,5;0,5;0,0;1,0;3,1;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075103;Nieden;1;1;145;105;72,4;1;0;105;44;8;14;25;1;5;5;3;x;x;x;0;x;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075103;Nieden;1;1;145;105;72,4;1;0,0;100,0;41,9;7,6;13,3;23,8;1,0;4,8;4,8;2,9;x;x;x;0,0;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075103;Nieden;1;1;145;105;72,4;2;1;104;47;6;13;17;0;10;6;3;0;0;0;1;1;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075103;Nieden;1;1;145;105;72,4;2;1,0;99,0;45,2;5,8;12,5;16,3;0,0;9,6;5,8;2,9;0,0;0,0;0,0;1,0;1,0;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075104;Papendorf;1;1;188;115;61,2;1;0;115;26;29;16;33;1;1;5;1;x;x;x;3;x;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075104;Papendorf;1;1;188;115;61,2;1;0,0;100,0;22,6;25,2;13,9;28,7;0,9;0,9;4,3;0,9;x;x;x;2,6;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075104;Papendorf;1;1;188;115;61,2;2;1;114;21;25;19;33;1;1;8;1;0;0;0;4;1;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075104;Papendorf;1;1;188;115;61,2;2;0,9;99,1;18,4;21,9;16,7;28,9;0,9;0,9;7,0;0,9;0,0;0,0;0,0;3,5;0,9;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075109;Polzow;1;1;196;127;64,8;1;6;121;40;23;20;24;2;5;6;0;x;x;x;1;x;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075109;Polzow;1;1;196;127;64,8;1;4,7;95,3;33,1;19,0;16,5;19,8;1,7;4,1;5,0;0,0;x;x;x;0,8;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075109;Polzow;1;1;196;127;64,8;2;5;122;45;22;18;26;2;3;4;0;0;0;0;0;2;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075109;Polzow;1;1;196;127;64,8;2;3,9;96,1;36,9;18,0;14,8;21,3;1,6;2,5;3,3;0,0;0,0;0,0;0,0;0,0;1,6;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075115;Rollwitz;3;3;764;511;66,9;1;15;496;173;57;71;140;4;7;33;7;x;x;x;4;x;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075115;Rollwitz;3;3;764;511;66,9;1;2,9;97,1;34,9;11,5;14,3;28,2;0,8;1,4;6,7;1,4;x;x;x;0,8;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075115;Rollwitz;3;3;764;511;66,9;2;12;499;175;63;68;132;3;10;33;5;0;0;0;5;5;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075115;Rollwitz;3;3;764;511;66,9;2;2,3;97,7;35,1;12,6;13,6;26,5;0,6;2,0;6,6;1,0;0,0;0,0;0,0;1,0;1,0;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075126;Schönwalde;1;1;381;239;62,7;1;1;238;65;48;21;92;2;3;6;1;x;x;x;0;x;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075126;Schönwalde;1;1;381;239;62,7;1;0,4;99,6;27,3;20,2;8,8;38,7;0,8;1,3;2,5;0,4;x;x;x;0,0;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075126;Schönwalde;1;1;381;239;62,7;2;1;238;66;48;14;78;3;10;14;1;0;0;0;1;3;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075126;Schönwalde;1;1;381;239;62,7;2;0,4;99,6;27,7;20,2;5,9;32,8;1,3;4,2;5,9;0,4;0,0;0,0;0,0;0,4;1,3;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075138;Viereck;3;3;828;543;65,6;1;10;533;176;93;71;138;13;18;15;4;x;x;x;5;x;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075138;Viereck;3;3;828;543;65,6;1;1,8;98,2;33,0;17,4;13,3;25,9;2,4;3,4;2,8;0,8;x;x;x;0,9;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075138;Viereck;3;3;828;543;65,6;2;9;534;180;96;56;122;15;24;22;4;0;2;0;2;11;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075138;Viereck;3;3;828;543;65,6;2;1,7;98,3;33,7;18,0;10,5;22,8;2,8;4,5;4,1;0,7;0,0;0,4;0,0;0,4;2,1;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075149;Zerrenthin;1;1;382;240;62,8;1;3;237;76;32;28;79;6;4;8;2;x;x;x;2;x;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075149;Zerrenthin;1;1;382;240;62,8;1;1,3;98,8;32,1;13,5;11,8;33,3;2,5;1,7;3,4;0,8;x;x;x;0,8;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075149;Zerrenthin;1;1;382;240;62,8;2;6;234;79;31;23;73;11;3;10;1;0;0;1;1;1;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075149;Zerrenthin;1;1;382;240;62,8;2;2,5;97,5;33,8;13,2;9,8;31,2;4,7;1,3;4,3;0,4;0,0;0,0;0,4;0,4;0,4;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075760;Briefwahl Uecker-Randow-Tal;1;1;0;680;x;1;11;669;243;113;103;120;20;7;36;16;x;x;x;11;x;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075760;Briefwahl Uecker-Randow-Tal;1;1;0;680;x;1;1,6;98,4;36,3;16,9;15,4;17,9;3,0;1,0;5,4;2,4;x;x;x;1,6;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075760;Briefwahl Uecker-Randow-Tal;1;1;0;680;x;2;8;672;281;99;86;114;11;9;30;10;1;7;0;8;16;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075760;Briefwahl Uecker-Randow-Tal;1;1;0;680;x;2;1,2;98,8;41,8;14,7;12,8;17,0;1,6;1,3;4,5;1,5;0,1;1,0;0,0;1,2;2,4;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5561;Usedom-Nord;13075058;Karlshagen;2;2;2768;1527;55,2;1;13;1514;375;328;209;439;37;12;72;30;x;x;x;12;x;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5561;Usedom-Nord;13075058;Karlshagen;2;2;2768;1527;55,2;1;0,9;99,1;24,8;21,7;13,8;29,0;2,4;0,8;4,8;2,0;x;x;x;0,8;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5561;Usedom-Nord;13075058;Karlshagen;2;2;2768;1527;55,2;2;15;1512;398;324;171;440;36;11;76;15;1;2;1;10;27;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5561;Usedom-Nord;13075058;Karlshagen;2;2;2768;1527;55,2;2;1,0;99,0;26,3;21,4;11,3;29,1;2,4;0,7;5,0;1,0;0,1;0,1;0,1;0,7;1,8;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5561;Usedom-Nord;13075092;Mölschow;1;1;668;392;58,7;1;3;389;121;40;43;138;11;7;25;1;x;x;x;3;x;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5561;Usedom-Nord;13075092;Mölschow;1;1;668;392;58,7;1;0,8;99,2;31,1;10,3;11,1;35,5;2,8;1,8;6,4;0,3;x;x;x;0,8;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5561;Usedom-Nord;13075092;Mölschow;1;1;668;392;58,7;2;4;388;122;35;37;133;12;9;30;0;0;3;1;4;2;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5561;Usedom-Nord;13075092;Mölschow;1;1;668;392;58,7;2;1,0;99,0;31,4;9,0;9,5;34,3;3,1;2,3;7,7;0,0;0,0;0,8;0,3;1,0;0,5;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5561;Usedom-Nord;13075106;Peenemünde;1;1;245;145;59,2;1;3;142;27;25;12;60;1;3;12;1;x;x;x;1;x;x
29.09.2017 09:37:23;P;75;Vorpommern-Greifswald;5561;Usedom-Nord;13075106;Peenemünde;1;1;245;145;59,2;1;2,1;97,9;19,0;17,6;8,5;42,3;0,7;2,1;8,5;0,7;x;x;x;0,7;x;x
29.09.2017 09:37:23;A;75;Vorpommern-Greifswald;5561;Usedom-Nord;13075106;Peenemünde;1;1;245;145;59,2;2;2;143;27;22;8;63;4;3;13;0;0;0;0;1;2;x
