Wahl zum Bundestag der Bundesrepublik Deutschland in Mecklenburg-Vorpommern am 18. September 2005;;;;;;;;;;;;;;;;;;;;;;;;
Endgültiges Ergebnis der Gemeinden - Stimmenanzahl der Parteien;;;;;;;;;;;;;;;;;;;;;;;;
In den amtsangehörigen Gemeinden ohne Briefwahlergebnisse. Diese werden auf Amtsebene festgestellt. Bsp. 13051711: Briefwahlergebnis der Gemeinden des Amtes Bad Doberan-Land (Amt 5111);;;;;;;;;;;;;;;;;;;;;;;;

Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;Erst-/Zweitstimme;ungueltige Stimmen;gueltige Stimmen;SPD;CDU;Die Linke.;FDP;GRÜNE;NPD;GRAUE;MLPD;PBC;Einzelbewerber
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051007;Bastorf;1;1;917;558;60,9;2;12;546;168;156;131;42;25;19;2;3;0;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051007;Bastorf;1;1;917;558;60,9;2;2,2;97,8;30,8;28,6;24;7,7;4,6;3,5;0,4;0,5;0;x
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051010;Biendorf;2;2;1062;705;66,4;1;18;687;215;187;196;24;23;30;x;x;6;6
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051010;Biendorf;2;2;1062;705;66,4;1;2,6;97,4;31,3;27,2;28,5;3,5;3,3;4,4;x;x;0,9;0,9
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051010;Biendorf;2;2;1062;705;66,4;2;16;689;185;183;211;42;31;29;4;2;2;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051010;Biendorf;2;2;1062;705;66,4;2;2,3;97,7;26,9;26,6;30,6;6,1;4,5;4,2;0,6;0,3;0,3;x
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051036;Kirch Mulsow;1;1;293;175;59,7;1;2;173;59;53;44;7;4;5;x;x;0;1
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051036;Kirch Mulsow;1;1;293;175;59,7;1;1,1;98,9;34,1;30,6;25,4;4;2,3;2,9;x;x;0;0,6
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051036;Kirch Mulsow;1;1;293;175;59,7;2;1;174;54;53;42;9;6;6;4;0;0;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051036;Kirch Mulsow;1;1;293;175;59,7;2;0,6;99,4;31;30,5;24,1;5,2;3,4;3,4;2,3;0;0;x
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051062;Rerik, Stadt;4;4;1957;1301;66,5;1;20;1281;497;385;282;40;36;32;x;x;2;7
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051062;Rerik, Stadt;4;4;1957;1301;66,5;1;1,5;98,5;38,8;30,1;22;3,1;2,8;2,5;x;x;0,2;0,5
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051062;Rerik, Stadt;4;4;1957;1301;66,5;2;13;1288;471;370;277;78;51;29;8;2;2;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051062;Rerik, Stadt;4;4;1957;1301;66,5;2;1;99;36,6;28,7;21,5;6,1;4;2,3;0,6;0,2;0,2;x
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051087;Am Salzhaff;2;2;415;286;68,9;1;9;277;122;72;54;10;7;12;x;x;0;0
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051087;Am Salzhaff;2;2;415;286;68,9;1;3,1;96,9;44;26;19,5;3,6;2,5;4,3;x;x;0;0
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051087;Am Salzhaff;2;2;415;286;68,9;2;6;280;108;71;62;16;14;6;1;1;1;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051087;Am Salzhaff;2;2;415;286;68,9;2;2,1;97,9;38,6;25,4;22,1;5,7;5;2,1;0,4;0,4;0,4;x
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051088;Carinerland;4;4;885;628;71;1;23;605;195;186;142;27;12;36;x;x;4;3
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051088;Carinerland;4;4;885;628;71;1;3,7;96,3;32,2;30,7;23,5;4,5;2;6;x;x;0,7;0,5
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051088;Carinerland;4;4;885;628;71;2;19;609;180;173;139;47;20;41;3;1;5;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051088;Carinerland;4;4;885;628;71;2;3;97;29,6;28,4;22,8;7,7;3,3;6,7;0,5;0,2;0,8;x
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051714;Briefwahl Neubukow-Salzhaff;1;1;0;367;0;1;9;358;120;116;81;10;13;12;x;x;2;4
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051714;Briefwahl Neubukow-Salzhaff;1;1;0;367;0;1;2,5;97,5;33,5;32,4;22,6;2,8;3,6;3,4;x;x;0,6;1,1
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051714;Briefwahl Neubukow-Salzhaff;1;1;0;367;0;2;7;360;119;110;75;20;18;9;5;3;1;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051714;Briefwahl Neubukow-Salzhaff;1;1;0;367;0;2;1,9;98,1;33,1;30,6;20,8;5,6;5;2,5;1,4;0,8;0,3;x
A;51;Bad Doberan;5115;Rostocker Heide;13051009;Bentwisch;1;1;2040;1370;67,2;1;23;1347;453;409;273;126;74;x;x;12;x;x
P;51;Bad Doberan;5115;Rostocker Heide;13051009;Bentwisch;1;1;2040;1370;67,2;1;1,7;98,3;33,6;30,4;20,3;9,4;5,5;x;x;0,9;x;x
A;51;Bad Doberan;5115;Rostocker Heide;13051009;Bentwisch;1;1;2040;1370;67,2;2;16;1354;461;384;326;93;42;25;13;6;4;x
P;51;Bad Doberan;5115;Rostocker Heide;13051009;Bentwisch;1;1;2040;1370;67,2;2;1,2;98,8;34;28,4;24,1;6,9;3,1;1,8;1;0,4;0,3;x
A;51;Bad Doberan;5115;Rostocker Heide;13051011;Blankenhagen;1;1;717;481;67,1;1;12;469;144;172;99;33;18;x;x;3;x;x
P;51;Bad Doberan;5115;Rostocker Heide;13051011;Blankenhagen;1;1;717;481;67,1;1;2,5;97,5;30,7;36,7;21,1;7;3,8;x;x;0,6;x;x
A;51;Bad Doberan;5115;Rostocker Heide;13051011;Blankenhagen;1;1;717;481;67,1;2;11;470;143;163;106;36;8;9;4;1;0;x
P;51;Bad Doberan;5115;Rostocker Heide;13051011;Blankenhagen;1;1;717;481;67,1;2;2,3;97,7;30,4;34,7;22,6;7,7;1,7;1,9;0,9;0,2;0;x
A;51;Bad Doberan;5115;Rostocker Heide;13051020;Gelbensande;1;1;1458;784;53,8;1;31;753;245;234;154;67;36;x;x;17;x;x
P;51;Bad Doberan;5115;Rostocker Heide;13051020;Gelbensande;1;1;1458;784;53,8;1;4;96;32,5;31,1;20,5;8,9;4,8;x;x;2,3;x;x
A;51;Bad Doberan;5115;Rostocker Heide;13051020;Gelbensande;1;1;1458;784;53,8;2;23;761;252;227;180;38;30;21;7;6;0;x
P;51;Bad Doberan;5115;Rostocker Heide;13051020;Gelbensande;1;1;1458;784;53,8;2;2,9;97,1;33,1;29,8;23,7;5;3,9;2,8;0,9;0,8;0;x
A;51;Bad Doberan;5115;Rostocker Heide;13051046;Mönchhagen;1;1;890;626;70,3;1;15;611;203;182;104;91;28;x;x;3;x;x
P;51;Bad Doberan;5115;Rostocker Heide;13051046;Mönchhagen;1;1;890;626;70,3;1;2,4;97,6;33,2;29,8;17;14,9;4,6;x;x;0,5;x;x
A;51;Bad Doberan;5115;Rostocker Heide;13051046;Mönchhagen;1;1;890;626;70,3;2;10;616;206;194;132;35;19;18;6;3;3;x
P;51;Bad Doberan;5115;Rostocker Heide;13051046;Mönchhagen;1;1;890;626;70,3;2;1,6;98,4;33,4;31,5;21,4;5,7;3,1;2,9;1;0,5;0,5;x
A;51;Bad Doberan;5115;Rostocker Heide;13051066;Rövershagen;1;1;1971;1247;63,3;1;17;1230;435;354;272;86;61;x;x;22;x;x
P;51;Bad Doberan;5115;Rostocker Heide;13051066;Rövershagen;1;1;1971;1247;63,3;1;1,4;98,6;35,4;28,8;22,1;7;5;x;x;1,8;x;x
A;51;Bad Doberan;5115;Rostocker Heide;13051066;Rövershagen;1;1;1971;1247;63,3;2;19;1228;441;335;268;77;50;39;7;10;1;x
P;51;Bad Doberan;5115;Rostocker Heide;13051066;Rövershagen;1;1;1971;1247;63,3;2;1,5;98,5;35,9;27,3;21,8;6,3;4,1;3,2;0,6;0,8;0,1;x
A;51;Bad Doberan;5115;Rostocker Heide;13051715;Briefwahl Rostocker Heide;1;1;0;611;0;1;9;602;188;186;138;55;30;x;x;5;x;x
P;51;Bad Doberan;5115;Rostocker Heide;13051715;Briefwahl Rostocker Heide;1;1;0;611;0;1;1,5;98,5;31,2;30,9;22,9;9,1;5;x;x;0,8;x;x
A;51;Bad Doberan;5115;Rostocker Heide;13051715;Briefwahl Rostocker Heide;1;1;0;611;0;2;4;607;207;166;148;38;27;14;2;2;3;x
P;51;Bad Doberan;5115;Rostocker Heide;13051715;Briefwahl Rostocker Heide;1;1;0;611;0;2;0,7;99,3;34,1;27,3;24,4;6,3;4,4;2,3;0,3;0,3;0,5;x
A;51;Bad Doberan;5118;Schwaan;13051008;Benitz;1;1;334;227;68;1;3;224;105;37;64;8;7;3;x;x;0;0
P;51;Bad Doberan;5118;Schwaan;13051008;Benitz;1;1;334;227;68;1;1,3;98,7;46,9;16,5;28,6;3,6;3,1;1,3;x;x;0;0
A;51;Bad Doberan;5118;Schwaan;13051008;Benitz;1;1;334;227;68;2;4;223;99;37;58;12;11;4;2;0;0;x
P;51;Bad Doberan;5118;Schwaan;13051008;Benitz;1;1;334;227;68;2;1,8;98,2;44,4;16,6;26;5,4;4,9;1,8;0,9;0;0;x
A;51;Bad Doberan;5118;Schwaan;13051014;Bröbberow;1;1;393;289;73,5;1;9;280;80;97;56;15;18;11;x;x;0;3
P;51;Bad Doberan;5118;Schwaan;13051014;Bröbberow;1;1;393;289;73,5;1;3,1;96,9;28,6;34,6;20;5,4;6,4;3,9;x;x;0;1,1
A;51;Bad Doberan;5118;Schwaan;13051014;Bröbberow;1;1;393;289;73,5;2;6;283;71;100;58;17;18;13;6;0;0;x
P;51;Bad Doberan;5118;Schwaan;13051014;Bröbberow;1;1;393;289;73,5;2;2,1;97,9;25,1;35,3;20,5;6;6,4;4,6;2,1;0;0;x
A;51;Bad Doberan;5118;Schwaan;13051033;Kassow;1;1;340;222;65,3;1;10;212;75;51;47;18;12;6;x;x;3;0
P;51;Bad Doberan;5118;Schwaan;13051033;Kassow;1;1;340;222;65,3;1;4,5;95,5;35,4;24,1;22,2;8,5;5,7;2,8;x;x;1,4;0
A;51;Bad Doberan;5118;Schwaan;13051033;Kassow;1;1;340;222;65,3;2;7;215;83;50;45;12;7;7;5;3;3;x
P;51;Bad Doberan;5118;Schwaan;13051033;Kassow;1;1;340;222;65,3;2;3,2;96,8;38,6;23,3;20,9;5,6;3,3;3,3;2,3;1,4;1,4;x
A;51;Bad Doberan;5118;Schwaan;13051067;Rukieten;1;1;279;210;75,3;1;7;203;94;52;35;5;7;8;x;x;0;2
P;51;Bad Doberan;5118;Schwaan;13051067;Rukieten;1;1;279;210;75,3;1;3,3;96,7;46,3;25,6;17,2;2,5;3,4;3,9;x;x;0;1
A;51;Bad Doberan;5118;Schwaan;13051067;Rukieten;1;1;279;210;75,3;2;5;205;86;53;38;8;11;6;3;0;0;x
P;51;Bad Doberan;5118;Schwaan;13051067;Rukieten;1;1;279;210;75,3;2;2,4;97,6;42;25,9;18,5;3,9;5,4;2,9;1,5;0;0;x
A;51;Bad Doberan;5118;Schwaan;13051071;Schwaan, Stadt;4;4;4555;2843;62,4;1;60;2783;940;902;671;97;55;94;x;x;6;18
P;51;Bad Doberan;5118;Schwaan;13051071;Schwaan, Stadt;4;4;4555;2843;62,4;1;2,1;97,9;33,8;32,4;24,1;3,5;2;3,4;x;x;0,2;0,6
A;51;Bad Doberan;5118;Schwaan;13051071;Schwaan, Stadt;4;4;4555;2843;62,4;2;66;2777;855;858;691;166;85;86;20;10;6;x
P;51;Bad Doberan;5118;Schwaan;13051071;Schwaan, Stadt;4;4;4555;2843;62,4;2;2,3;97,7;30,8;30,9;24,9;6;3,1;3,1;0,7;0,4;0,2;x
A;51;Bad Doberan;5118;Schwaan;13051080;Vorbeck;1;1;266;175;65,8;1;5;170;55;54;47;7;5;0;x;x;0;2
P;51;Bad Doberan;5118;Schwaan;13051080;Vorbeck;1;1;266;175;65,8;1;2,9;97,1;32,4;31,8;27,6;4,1;2,9;0;x;x;0;1,2
A;51;Bad Doberan;5118;Schwaan;13051080;Vorbeck;1;1;266;175;65,8;2;2;173;46;52;53;12;7;1;0;2;0;x
P;51;Bad Doberan;5118;Schwaan;13051080;Vorbeck;1;1;266;175;65,8;2;1,1;98,9;26,6;30,1;30,6;6,9;4;0,6;0;1,2;0;x
A;51;Bad Doberan;5118;Schwaan;13051082;Wiendorf;1;1;662;424;64;1;7;417;135;134;112;14;11;10;x;x;0;1
P;51;Bad Doberan;5118;Schwaan;13051082;Wiendorf;1;1;662;424;64;1;1,7;98,3;32,4;32,1;26,9;3,4;2,6;2,4;x;x;0;0,2
A;51;Bad Doberan;5118;Schwaan;13051082;Wiendorf;1;1;662;424;64;2;5;419;130;132;109;26;11;8;2;1;0;x
P;51;Bad Doberan;5118;Schwaan;13051082;Wiendorf;1;1;662;424;64;2;1,2;98,8;31;31,5;26;6,2;2,6;1,9;0,5;0,2;0;x
A;51;Bad Doberan;5118;Schwaan;13051718;Briefwahl Schwaan;1;1;0;578;0;1;9;569;188;184;144;22;19;6;x;x;3;3
P;51;Bad Doberan;5118;Schwaan;13051718;Briefwahl Schwaan;1;1;0;578;0;1;1,6;98,4;33;32,3;25,3;3,9;3,3;1,1;x;x;0,5;0,5
A;51;Bad Doberan;5118;Schwaan;13051718;Briefwahl Schwaan;1;1;0;578;0;2;6;572;194;166;127;43;24;5;11;0;2;x
P;51;Bad Doberan;5118;Schwaan;13051718;Briefwahl Schwaan;1;1;0;578;0;2;1;99;33,9;29;22,2;7,5;4,2;0,9;1,9;0;0,3;x
A;51;Bad Doberan;5120;Warnow-Ost;13051017;Damm;1;1;532;352;66,2;1;5;347;130;92;73;20;16;14;x;x;1;1
P;51;Bad Doberan;5120;Warnow-Ost;13051017;Damm;1;1;532;352;66,2;1;1,4;98,6;37,5;26,5;21;5,8;4,6;4;x;x;0,3;0,3
A;51;Bad Doberan;5120;Warnow-Ost;13051017;Damm;1;1;532;352;66,2;2;4;348;117;76;88;34;14;16;1;2;0;x
P;51;Bad Doberan;5120;Warnow-Ost;13051017;Damm;1;1;532;352;66,2;2;1,1;98,9;33,6;21,8;25,3;9,8;4;4,6;0,3;0,6;0;x
A;51;Bad Doberan;5120;Warnow-Ost;13051018;Dummerstorf;4;4;2207;1420;64,3;1;27;1393;528;376;345;61;36;32;x;x;5;10
P;51;Bad Doberan;5120;Warnow-Ost;13051018;Dummerstorf;4;4;2207;1420;64,3;1;1,9;98,1;37,9;27;24,8;4,4;2,6;2,3;x;x;0,4;0,7
A;51;Bad Doberan;5120;Warnow-Ost;13051018;Dummerstorf;4;4;2207;1420;64,3;2;18;1402;531;362;348;65;45;39;3;4;5;x
P;51;Bad Doberan;5120;Warnow-Ost;13051018;Dummerstorf;4;4;2207;1420;64,3;2;1,3;98,7;37,9;25,8;24,8;4,6;3,2;2,8;0,2;0,3;0,4;x
A;51;Bad Doberan;5120;Warnow-Ost;13051034;Kavelstorf;1;1;1011;655;64,8;1;13;642;228;187;142;31;22;22;x;x;4;6
P;51;Bad Doberan;5120;Warnow-Ost;13051034;Kavelstorf;1;1;1011;655;64,8;1;2;98;35,5;29,1;22,1;4,8;3,4;3,4;x;x;0,6;0,9
A;51;Bad Doberan;5120;Warnow-Ost;13051034;Kavelstorf;1;1;1011;655;64,8;2;10;645;209;191;145;42;35;17;4;1;1;x
P;51;Bad Doberan;5120;Warnow-Ost;13051034;Kavelstorf;1;1;1011;655;64,8;2;1,5;98,5;32,4;29,6;22,5;6,5;5,4;2,6;0,6;0,2;0,2;x
A;51;Bad Doberan;5120;Warnow-Ost;13051035;Kessin;1;1;1195;863;72,2;1;8;855;304;281;177;40;31;15;x;x;1;6
P;51;Bad Doberan;5120;Warnow-Ost;13051035;Kessin;1;1;1195;863;72,2;1;0,9;99,1;35,6;32,9;20,7;4,7;3,6;1,8;x;x;0,1;0,7
A;51;Bad Doberan;5120;Warnow-Ost;13051035;Kessin;1;1;1195;863;72,2;2;9;854;289;271;169;63;43;12;3;2;2;x
P;51;Bad Doberan;5120;Warnow-Ost;13051035;Kessin;1;1;1195;863;72,2;2;1;99;33,8;31,7;19,8;7,4;5;1,4;0,4;0,2;0,2;x
A;51;Bad Doberan;5120;Warnow-Ost;13051044;Lieblingshof;2;2;591;396;67;1;13;383;110;150;83;14;4;21;x;x;0;1
P;51;Bad Doberan;5120;Warnow-Ost;13051044;Lieblingshof;2;2;591;396;67;1;3,3;96,7;28,7;39,2;21,7;3,7;1;5,5;x;x;0;0,3
A;51;Bad Doberan;5120;Warnow-Ost;13051044;Lieblingshof;2;2;591;396;67;2;9;387;104;149;80;22;11;17;2;2;0;x
P;51;Bad Doberan;5120;Warnow-Ost;13051044;Lieblingshof;2;2;591;396;67;2;2,3;97,7;26,9;38,5;20,7;5,7;2,8;4,4;0,5;0,5;0;x
A;51;Bad Doberan;5120;Warnow-Ost;13051055;Prisannewitz;2;2;501;358;71,5;1;14;344;106;104;95;14;9;12;x;x;1;3
P;51;Bad Doberan;5120;Warnow-Ost;13051055;Prisannewitz;2;2;501;358;71,5;1;3,9;96,1;30,8;30,2;27,6;4,1;2,6;3,5;x;x;0,3;0,9
A;51;Bad Doberan;5120;Warnow-Ost;13051055;Prisannewitz;2;2;501;358;71,5;2;15;343;97;96;92;33;12;10;3;0;0;x
P;51;Bad Doberan;5120;Warnow-Ost;13051055;Prisannewitz;2;2;501;358;71,5;2;4,2;95,8;28,3;28;26,8;9,6;3,5;2,9;0,9;0;0;x
A;51;Bad Doberan;5120;Warnow-Ost;13051720;Briefwahl Warnow-Ost;1;1;0;436;0;1;1;435;144;143;85;22;25;9;x;x;0;7
P;51;Bad Doberan;5120;Warnow-Ost;13051720;Briefwahl Warnow-Ost;1;1;0;436;0;1;0,2;99,8;33,1;32,9;19,5;5,1;5,7;2,1;x;x;0;1,6
A;51;Bad Doberan;5120;Warnow-Ost;13051720;Briefwahl Warnow-Ost;1;1;0;436;0;2;2;434;136;139;80;30;36;9;0;4;0;x
P;51;Bad Doberan;5120;Warnow-Ost;13051720;Briefwahl Warnow-Ost;1;1;0;436;0;2;0,5;99,5;31,3;32;18,4;6,9;8,3;2,1;0;0,9;0;x
A;51;Bad Doberan;5121;Warnow-West;13051019;Elmenhorst/Lichtenhagen;4;4;3541;2591;73,2;1;43;2548;910;928;439;69;137;49;x;x;6;10
P;51;Bad Doberan;5121;Warnow-West;13051019;Elmenhorst/Lichtenhagen;4;4;3541;2591;73,2;1;1,7;98,3;35,7;36,4;17,2;2,7;5,4;1,9;x;x;0,2;0,4
A;51;Bad Doberan;5121;Warnow-West;13051019;Elmenhorst/Lichtenhagen;4;4;3541;2591;73,2;2;28;2563;912;863;419;178;133;43;12;1;2;x
P;51;Bad Doberan;5121;Warnow-West;13051019;Elmenhorst/Lichtenhagen;4;4;3541;2591;73,2;2;1,1;98,9;35,6;33,7;16,3;6,9;5,2;1,7;0,5;0;0,1;x
A;51;Bad Doberan;5121;Warnow-West;13051040;Kritzmow;3;3;2634;1837;69,7;1;30;1807;679;640;312;57;76;28;x;x;3;12
P;51;Bad Doberan;5121;Warnow-West;13051040;Kritzmow;3;3;2634;1837;69,7;1;1,6;98,4;37,6;35,4;17,3;3,2;4,2;1,5;x;x;0,2;0,7
A;51;Bad Doberan;5121;Warnow-West;13051040;Kritzmow;3;3;2634;1837;69,7;2;25;1812;638;585;313;141;90;28;11;1;5;x
P;51;Bad Doberan;5121;Warnow-West;13051040;Kritzmow;3;3;2634;1837;69,7;2;1,4;98,6;35,2;32,3;17,3;7,8;5;1,5;0,6;0,1;0,3;x
A;51;Bad Doberan;5121;Warnow-West;13051043;Lambrechtshagen;3;3;2470;1694;68,6;1;15;1679;599;560;353;58;65;29;x;x;3;12
P;51;Bad Doberan;5121;Warnow-West;13051043;Lambrechtshagen;3;3;2470;1694;68,6;1;0,9;99,1;35,7;33,4;21;3,5;3,9;1,7;x;x;0,2;0,7
A;51;Bad Doberan;5121;Warnow-West;13051043;Lambrechtshagen;3;3;2470;1694;68,6;2;13;1681;601;544;339;93;72;25;3;2;2;x
P;51;Bad Doberan;5121;Warnow-West;13051043;Lambrechtshagen;3;3;2470;1694;68,6;2;0,8;99,2;35,8;32,4;20,2;5,5;4,3;1,5;0,2;0,1;0,1;x
A;51;Bad Doberan;5121;Warnow-West;13051051;Papendorf;2;2;1919;1336;69,6;1;21;1315;496;376;295;59;61;18;x;x;3;7
P;51;Bad Doberan;5121;Warnow-West;13051051;Papendorf;2;2;1919;1336;69,6;1;1,6;98,4;37,7;28,6;22,4;4,5;4,6;1,4;x;x;0,2;0,5
A;51;Bad Doberan;5121;Warnow-West;13051051;Papendorf;2;2;1919;1336;69,6;2;13;1323;496;373;265;76;85;22;3;3;0;x
P;51;Bad Doberan;5121;Warnow-West;13051051;Papendorf;2;2;1919;1336;69,6;2;1;99;37,5;28,2;20;5,7;6,4;1,7;0,2;0,2;0;x
A;51;Bad Doberan;5121;Warnow-West;13051053;Pölchow;1;1;730;528;72,3;1;9;519;194;116;129;23;35;18;x;x;1;3
P;51;Bad Doberan;5121;Warnow-West;13051053;Pölchow;1;1;730;528;72,3;1;1,7;98,3;37,4;22,4;24,9;4,4;6,7;3,5;x;x;0,2;0,6
A;51;Bad Doberan;5121;Warnow-West;13051053;Pölchow;1;1;730;528;72,3;2;7;521;195;114;113;31;48;14;5;0;1;x
P;51;Bad Doberan;5121;Warnow-West;13051053;Pölchow;1;1;730;528;72,3;2;1,3;98,7;37,4;21,9;21,7;6;9,2;2,7;1;0;0,2;x
A;51;Bad Doberan;5121;Warnow-West;13051073;Stäbelow;1;1;1096;797;72,7;1;15;782;281;252;171;25;27;18;x;x;2;6
P;51;Bad Doberan;5121;Warnow-West;13051073;Stäbelow;1;1;1096;797;72,7;1;1,9;98,1;35,9;32,2;21,9;3,2;3,5;2,3;x;x;0,3;0,8
A;51;Bad Doberan;5121;Warnow-West;13051073;Stäbelow;1;1;1096;797;72,7;2;17;780;281;222;163;64;32;12;2;2;2;x
P;51;Bad Doberan;5121;Warnow-West;13051073;Stäbelow;1;1;1096;797;72,7;2;2,1;97,9;36;28,5;20,9;8,2;4,1;1,5;0,3;0,3;0,3;x
A;51;Bad Doberan;5121;Warnow-West;13051085;Ziesendorf;1;1;1077;785;72,9;1;17;768;254;243;175;38;30;19;x;x;3;6
P;51;Bad Doberan;5121;Warnow-West;13051085;Ziesendorf;1;1;1077;785;72,9;1;2,2;97,8;33,1;31,6;22,8;4,9;3,9;2,5;x;x;0,4;0,8
A;51;Bad Doberan;5121;Warnow-West;13051085;Ziesendorf;1;1;1077;785;72,9;2;15;770;221;236;191;61;33;19;2;3;4;x
P;51;Bad Doberan;5121;Warnow-West;13051085;Ziesendorf;1;1;1077;785;72,9;2;1,9;98,1;28,7;30,6;24,8;7,9;4,3;2,5;0,3;0,4;0,5;x
A;51;Bad Doberan;5121;Warnow-West;13051721;Briefwahl Warnow-West;1;1;0;1414;0;1;9;1405;504;457;273;51;84;19;x;x;6;11
P;51;Bad Doberan;5121;Warnow-West;13051721;Briefwahl Warnow-West;1;1;0;1414;0;1;0,6;99,4;35,9;32,5;19,4;3,6;6;1,4;x;x;0,4;0,8
A;51;Bad Doberan;5121;Warnow-West;13051721;Briefwahl Warnow-West;1;1;0;1414;0;2;5;1409;496;442;262;97;82;17;8;1;4;x
P;51;Bad Doberan;5121;Warnow-West;13051721;Briefwahl Warnow-West;1;1;0;1414;0;2;0,4;99,6;35,2;31,4;18,6;6,9;5,8;1,2;0,6;0,1;0,3;x
A;51;Bad Doberan;5122;Tessin;13051016;Cammin;1;1;664;440;66,3;1;9;431;143;146;95;12;28;x;x;7;x;x
P;51;Bad Doberan;5122;Tessin;13051016;Cammin;1;1;664;440;66,3;1;2;98;33,2;33,9;22;2,8;6,5;x;x;1,6;x;x
A;51;Bad Doberan;5122;Tessin;13051016;Cammin;1;1;664;440;66,3;2;8;432;128;133;99;22;23;17;2;4;4;x
P;51;Bad Doberan;5122;Tessin;13051016;Cammin;1;1;664;440;66,3;2;1,8;98,2;29,6;30,8;22,9;5,1;5,3;3,9;0,5;0,9;0,9;x
A;51;Bad Doberan;5122;Tessin;13051021;Gnewitz;1;1;189;132;69,8;1;4;128;47;40;26;10;4;x;x;1;x;x
P;51;Bad Doberan;5122;Tessin;13051021;Gnewitz;1;1;189;132;69,8;1;3;97;36,7;31,3;20,3;7,8;3,1;x;x;0,8;x;x
A;51;Bad Doberan;5122;Tessin;13051021;Gnewitz;1;1;189;132;69,8;2;5;127;48;34;20;11;1;8;4;1;0;x
P;51;Bad Doberan;5122;Tessin;13051021;Gnewitz;1;1;189;132;69,8;2;3,8;96,2;37,8;26,8;15,7;8,7;0,8;6,3;3,1;0,8;0;x
A;51;Bad Doberan;5122;Tessin;13051023;Grammow;1;1;166;123;74,1;1;6;117;24;47;36;6;2;x;x;2;x;x
P;51;Bad Doberan;5122;Tessin;13051023;Grammow;1;1;166;123;74,1;1;4,9;95,1;20,5;40,2;30,8;5,1;1,7;x;x;1,7;x;x
A;51;Bad Doberan;5122;Tessin;13051023;Grammow;1;1;166;123;74,1;2;6;117;17;52;36;7;0;4;0;1;0;x
P;51;Bad Doberan;5122;Tessin;13051023;Grammow;1;1;166;123;74,1;2;4,9;95,1;14,5;44,4;30,8;6;0;3,4;0;0,9;0;x
A;51;Bad Doberan;5122;Tessin;13051050;Nustrow;1;1;139;100;71,9;1;3;97;24;29;27;10;2;x;x;5;x;x
P;51;Bad Doberan;5122;Tessin;13051050;Nustrow;1;1;139;100;71,9;1;3;97;24,7;29,9;27,8;10,3;2,1;x;x;5,2;x;x
A;51;Bad Doberan;5122;Tessin;13051050;Nustrow;1;1;139;100;71,9;2;3;97;22;31;26;6;2;6;1;3;0;x
P;51;Bad Doberan;5122;Tessin;13051050;Nustrow;1;1;139;100;71,9;2;3;97;22,7;32;26,8;6,2;2,1;6,2;1;3,1;0;x
A;51;Bad Doberan;5122;Tessin;13051072;Selpin;1;1;444;282;63,5;1;5;277;75;113;59;20;8;x;x;2;x;x
P;51;Bad Doberan;5122;Tessin;13051072;Selpin;1;1;444;282;63,5;1;1,8;98,2;27,1;40,8;21,3;7,2;2,9;x;x;0,7;x;x
A;51;Bad Doberan;5122;Tessin;13051072;Selpin;1;1;444;282;63,5;2;3;279;73;93;67;24;6;14;1;1;0;x
P;51;Bad Doberan;5122;Tessin;13051072;Selpin;1;1;444;282;63,5;2;1,1;98,9;26,2;33,3;24;8,6;2,2;5;0,4;0,4;0;x
A;51;Bad Doberan;5122;Tessin;13051076;Stubbendorf;1;1;116;75;64,7;1;1;74;32;18;12;4;7;x;x;1;x;x
P;51;Bad Doberan;5122;Tessin;13051076;Stubbendorf;1;1;116;75;64,7;1;1,3;98,7;43,2;24,3;16,2;5,4;9,5;x;x;1,4;x;x
