Wahl zum Bundestag der Bundesrepublik Deutschland in Mecklenburg-Vorpommern am 22. September 2002;;;;;;;;;;;;;;;;;;;;;;;
Endgültiges Ergebnis der Gemeinden - Stimmenanzahl der Parteien;;;;;;;;;;;;;;;;;;;;;;;
In den amtsangehörigen Gemeinden ohne Briefwahlergebnisse. Diese werden auf Amtsebene festgestellt. Bsp. 13051711: Briefwahlergebnis der Gemeinden des Amtes Bad Doberan-Land (Amt 5111);;;;;;;;;;;;;;;;;;;;;;;
Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;Erst-/Zweitstimme;ungueltige Stimmen;gueltige Stimmen;SPD;CDU;PDS;GRÜNE;FDP;NPD;REP;Schill;Einzelbewerber
A;54;Ludwigslust;5411;Boizenburg-Land;13054102;Teldau;1;1;691;458;66,3;2;7;451;227;99;71;14;23;8;0;9;x
P;54;Ludwigslust;5411;Boizenburg-Land;13054102;Teldau;1;1;691;458;66,3;2;1,5;98,5;50,3;22;15,7;3,1;5,1;1,8;0;2;x
A;54;Ludwigslust;5411;Boizenburg-Land;13054103;Tessin b. Boizenburg;1;1;338;231;68,3;1;5;226;120;73;19;3;7;1;x;3;0
P;54;Ludwigslust;5411;Boizenburg-Land;13054103;Tessin b. Boizenburg;1;1;338;231;68,3;1;2,2;97,8;53,1;32,3;8,4;1,3;3,1;0,4;x;1,3;0
A;54;Ludwigslust;5411;Boizenburg-Land;13054103;Tessin b. Boizenburg;1;1;338;231;68,3;2;5;226;104;77;27;4;9;1;0;4;x
P;54;Ludwigslust;5411;Boizenburg-Land;13054103;Tessin b. Boizenburg;1;1;338;231;68,3;2;2,2;97,8;46;34,1;11,9;1,8;4;0,4;0;1,8;x
A;54;Ludwigslust;5411;Boizenburg-Land;13054116;Wiebendorf;1;1;156;125;80,1;1;0;125;69;26;14;4;6;5;x;1;0
P;54;Ludwigslust;5411;Boizenburg-Land;13054116;Wiebendorf;1;1;156;125;80,1;1;0;100;55,2;20,8;11,2;3,2;4,8;4;x;0,8;0
A;54;Ludwigslust;5411;Boizenburg-Land;13054116;Wiebendorf;1;1;156;125;80,1;2;1;124;70;21;17;6;5;4;0;1;x
P;54;Ludwigslust;5411;Boizenburg-Land;13054116;Wiebendorf;1;1;156;125;80,1;2;0,8;99,2;56,5;16,9;13,7;4,8;4;3,2;0;0,8;x
A;54;Ludwigslust;5411;Boizenburg-Land;13054711;Briefwahl Boizenburg-Land;1;1;0;172;0;1;0;172;94;48;11;6;6;2;x;5;0
P;54;Ludwigslust;5411;Boizenburg-Land;13054711;Briefwahl Boizenburg-Land;1;1;0;172;0;1;0;100;54,7;27,9;6,4;3,5;3,5;1,2;x;2,9;0
A;54;Ludwigslust;5411;Boizenburg-Land;13054711;Briefwahl Boizenburg-Land;1;1;0;172;0;2;1;171;80;49;12;11;12;2;0;5;x
P;54;Ludwigslust;5411;Boizenburg-Land;13054711;Briefwahl Boizenburg-Land;1;1;0;172;0;2;0,6;99,4;46,8;28,7;7;6,4;7;1,2;0;2,9;x
A;54;Ludwigslust;5412;Dömitz;13054024;Dömitz, Stadt;4;4;2070;1317;63,6;1;33;1284;611;350;211;19;51;20;x;20;2
P;54;Ludwigslust;5412;Dömitz;13054024;Dömitz, Stadt;4;4;2070;1317;63,6;1;2,5;97,5;47,6;27,3;16,4;1,5;4;1,6;x;1,6;0,2
A;54;Ludwigslust;5412;Dömitz;13054024;Dömitz, Stadt;4;4;2070;1317;63,6;2;28;1289;583;350;222;35;58;18;1;22;x
P;54;Ludwigslust;5412;Dömitz;13054024;Dömitz, Stadt;4;4;2070;1317;63,6;2;2,1;97,9;45,2;27,2;17,2;2,7;4,5;1,4;0,1;1,7;x
A;54;Ludwigslust;5412;Dömitz;13054044;Heidhof;1;1;258;176;68,2;1;1;175;101;41;29;0;4;0;x;0;0
P;54;Ludwigslust;5412;Dömitz;13054044;Heidhof;1;1;258;176;68,2;1;0,6;99,4;57,7;23,4;16,6;0;2,3;0;x;0;0
A;54;Ludwigslust;5412;Dömitz;13054044;Heidhof;1;1;258;176;68,2;2;5;171;89;43;33;1;4;0;0;1;x
P;54;Ludwigslust;5412;Dömitz;13054044;Heidhof;1;1;258;176;68,2;2;2,8;97,2;52;25,1;19,3;0,6;2,3;0;0;0,6;x
A;54;Ludwigslust;5412;Dömitz;13054088;Polz;1;1;371;283;76,3;1;11;272;148;50;43;1;17;6;x;7;0
P;54;Ludwigslust;5412;Dömitz;13054088;Polz;1;1;371;283;76,3;1;3,9;96,1;54,4;18,4;15,8;0,4;6,3;2,2;x;2,6;0
A;54;Ludwigslust;5412;Dömitz;13054088;Polz;1;1;371;283;76,3;2;12;271;138;55;45;9;14;4;2;4;x
P;54;Ludwigslust;5412;Dömitz;13054088;Polz;1;1;371;283;76,3;2;4,2;95,8;50,9;20,3;16,6;3,3;5,2;1,5;0,7;1,5;x
A;54;Ludwigslust;5412;Dömitz;13054094;Rüterberg;1;1;145;121;83,4;1;1;120;63;34;8;4;6;1;x;4;0
P;54;Ludwigslust;5412;Dömitz;13054094;Rüterberg;1;1;145;121;83,4;1;0,8;99,2;52,5;28,3;6,7;3,3;5;0,8;x;3,3;0
A;54;Ludwigslust;5412;Dömitz;13054094;Rüterberg;1;1;145;121;83,4;2;1;120;53;34;12;7;10;0;1;3;x
P;54;Ludwigslust;5412;Dömitz;13054094;Rüterberg;1;1;145;121;83,4;2;0,8;99,2;44,2;28,3;10;5,8;8,3;0;0,8;2,5;x
A;54;Ludwigslust;5412;Dömitz;13054105;Tewswoos;1;1;421;291;69,1;1;9;282;125;89;35;4;20;0;x;9;0
P;54;Ludwigslust;5412;Dömitz;13054105;Tewswoos;1;1;421;291;69,1;1;3,1;96,9;44,3;31,6;12,4;1,4;7,1;0;x;3,2;0
A;54;Ludwigslust;5412;Dömitz;13054105;Tewswoos;1;1;421;291;69,1;2;6;285;117;88;35;12;24;0;1;8;x
P;54;Ludwigslust;5412;Dömitz;13054105;Tewswoos;1;1;421;291;69,1;2;2,1;97,9;41,1;30,9;12,3;4,2;8,4;0;0,4;2,8;x
A;54;Ludwigslust;5412;Dömitz;13054110;Vielank;2;2;599;402;67,1;1;11;391;205;113;37;8;16;5;x;5;2
P;54;Ludwigslust;5412;Dömitz;13054110;Vielank;2;2;599;402;67,1;1;2,7;97,3;52,4;28,9;9,5;2;4,1;1,3;x;1,3;0,5
A;54;Ludwigslust;5412;Dömitz;13054110;Vielank;2;2;599;402;67,1;2;11;391;197;112;38;16;20;5;0;3;x
P;54;Ludwigslust;5412;Dömitz;13054110;Vielank;2;2;599;402;67,1;2;2,7;97,3;50,4;28,6;9,7;4,1;5,1;1,3;0;0,8;x
A;54;Ludwigslust;5412;Dömitz;13054120;Woosmer;1;1;267;194;72,7;1;5;189;96;60;15;3;8;2;x;5;0
P;54;Ludwigslust;5412;Dömitz;13054120;Woosmer;1;1;267;194;72,7;1;2,6;97,4;50,8;31,7;7,9;1,6;4,2;1,1;x;2,6;0
A;54;Ludwigslust;5412;Dömitz;13054120;Woosmer;1;1;267;194;72,7;2;7;187;78;62;23;6;10;2;1;5;x
P;54;Ludwigslust;5412;Dömitz;13054120;Woosmer;1;1;267;194;72,7;2;3,6;96,4;41,7;33,2;12,3;3,2;5,3;1,1;0,5;2,7;x
A;54;Ludwigslust;5412;Dömitz;13054712;Briefwahl Dömitz;1;1;0;260;0;1;4;256;117;62;51;12;9;1;x;3;1
P;54;Ludwigslust;5412;Dömitz;13054712;Briefwahl Dömitz;1;1;0;260;0;1;1,5;98,5;45,7;24,2;19,9;4,7;3,5;0,4;x;1,2;0,4
A;54;Ludwigslust;5412;Dömitz;13054712;Briefwahl Dömitz;1;1;0;260;0;2;1;259;111;60;57;13;15;1;0;2;x
P;54;Ludwigslust;5412;Dömitz;13054712;Briefwahl Dömitz;1;1;0;260;0;2;0,4;99,6;42,9;23,2;22;5;5,8;0,4;0;0,8;x
A;54;Ludwigslust;5413;Grabow-Land;13054003;Balow;1;1;290;202;69,7;1;5;197;96;59;23;7;7;0;x;4;1
P;54;Ludwigslust;5413;Grabow-Land;13054003;Balow;1;1;290;202;69,7;1;2,5;97,5;48,7;29,9;11,7;3,6;3,6;0;x;2;0,5
A;54;Ludwigslust;5413;Grabow-Land;13054003;Balow;1;1;290;202;69,7;2;6;196;97;59;19;10;6;0;0;5;x
P;54;Ludwigslust;5413;Grabow-Land;13054003;Balow;1;1;290;202;69,7;2;3;97;49,5;30,1;9,7;5,1;3,1;0;0;2,6;x
A;54;Ludwigslust;5413;Grabow-Land;13054018;Brunow;2;2;319;238;74,6;1;3;235;125;63;27;6;11;1;x;1;1
P;54;Ludwigslust;5413;Grabow-Land;13054018;Brunow;2;2;319;238;74,6;1;1,3;98,7;53,2;26,8;11,5;2,6;4,7;0,4;x;0,4;0,4
A;54;Ludwigslust;5413;Grabow-Land;13054018;Brunow;2;2;319;238;74,6;2;0;238;125;70;24;4;11;2;1;1;x
P;54;Ludwigslust;5413;Grabow-Land;13054018;Brunow;2;2;319;238;74,6;2;0;100;52,5;29,4;10,1;1,7;4,6;0,8;0,4;0,4;x
A;54;Ludwigslust;5413;Grabow-Land;13054020;Dadow;1;1;121;78;64,5;1;4;74;48;13;11;1;0;0;x;0;1
P;54;Ludwigslust;5413;Grabow-Land;13054020;Dadow;1;1;121;78;64,5;1;5,1;94,9;64,9;17,6;14,9;1,4;0;0;x;0;1,4
A;54;Ludwigslust;5413;Grabow-Land;13054020;Dadow;1;1;121;78;64,5;2;5;73;41;14;14;3;0;0;0;1;x
P;54;Ludwigslust;5413;Grabow-Land;13054020;Dadow;1;1;121;78;64,5;2;6,4;93,6;56,2;19,2;19,2;4,1;0;0;0;1,4;x
A;54;Ludwigslust;5413;Grabow-Land;13054021;Dambeck;1;1;289;214;74;1;9;205;87;73;29;3;6;4;x;3;0
P;54;Ludwigslust;5413;Grabow-Land;13054021;Dambeck;1;1;289;214;74;1;4,2;95,8;42,4;35,6;14,1;1,5;2,9;2;x;1,5;0
A;54;Ludwigslust;5413;Grabow-Land;13054021;Dambeck;1;1;289;214;74;2;8;206;79;77;30;6;6;1;2;5;x
P;54;Ludwigslust;5413;Grabow-Land;13054021;Dambeck;1;1;289;214;74;2;3,7;96,3;38,3;37,4;14,6;2,9;2,9;0,5;1;2,4;x
A;54;Ludwigslust;5413;Grabow-Land;13054028;Eldena;2;2;1245;905;72,7;1;17;888;354;323;104;20;43;16;x;27;1
P;54;Ludwigslust;5413;Grabow-Land;13054028;Eldena;2;2;1245;905;72,7;1;1,9;98,1;39,9;36,4;11,7;2,3;4,8;1,8;x;3;0,1
A;54;Ludwigslust;5413;Grabow-Land;13054028;Eldena;2;2;1245;905;72,7;2;19;886;337;306;101;34;64;8;9;27;x
P;54;Ludwigslust;5413;Grabow-Land;13054028;Eldena;2;2;1245;905;72,7;2;2,1;97,9;38;34,5;11,4;3,8;7,2;0,9;1;3;x
A;54;Ludwigslust;5413;Grabow-Land;13054051;Karstädt;1;1;545;345;63,3;1;20;325;135;97;53;4;15;6;x;12;3
P;54;Ludwigslust;5413;Grabow-Land;13054051;Karstädt;1;1;545;345;63,3;1;5,8;94,2;41,5;29,8;16,3;1,2;4,6;1,8;x;3,7;0,9
A;54;Ludwigslust;5413;Grabow-Land;13054051;Karstädt;1;1;545;345;63,3;2;14;331;137;103;52;11;13;7;0;8;x
P;54;Ludwigslust;5413;Grabow-Land;13054051;Karstädt;1;1;545;345;63,3;2;4,1;95,9;41,4;31,1;15,7;3,3;3,9;2,1;0;2,4;x
A;54;Ludwigslust;5413;Grabow-Land;13054058;Kremmin;1;1;251;186;74,1;1;6;180;108;36;25;1;6;2;x;2;0
P;54;Ludwigslust;5413;Grabow-Land;13054058;Kremmin;1;1;251;186;74,1;1;3,2;96,8;60;20;13,9;0,6;3,3;1,1;x;1,1;0
A;54;Ludwigslust;5413;Grabow-Land;13054058;Kremmin;1;1;251;186;74,1;2;2;184;100;35;32;5;6;3;0;3;x
P;54;Ludwigslust;5413;Grabow-Land;13054058;Kremmin;1;1;251;186;74,1;2;1,1;98,9;54,3;19;17,4;2,7;3,3;1,6;0;1,6;x
A;54;Ludwigslust;5413;Grabow-Land;13054059;Krinitz;1;1;99;90;90,9;1;5;85;34;29;9;2;11;0;x;0;0
P;54;Ludwigslust;5413;Grabow-Land;13054059;Krinitz;1;1;99;90;90,9;1;5,6;94,4;40;34,1;10,6;2,4;12,9;0;x;0;0
A;54;Ludwigslust;5413;Grabow-Land;13054059;Krinitz;1;1;99;90;90,9;2;5;85;29;25;5;5;21;0;0;0;x
P;54;Ludwigslust;5413;Grabow-Land;13054059;Krinitz;1;1;99;90;90,9;2;5,6;94,4;34,1;29,4;5,9;5,9;24,7;0;0;0;x
A;54;Ludwigslust;5413;Grabow-Land;13054074;Milow;1;1;258;191;74;1;2;189;68;77;22;4;12;1;x;4;1
P;54;Ludwigslust;5413;Grabow-Land;13054074;Milow;1;1;258;191;74;1;1;99;36;40,7;11,6;2,1;6,3;0,5;x;2,1;0,5
A;54;Ludwigslust;5413;Grabow-Land;13054074;Milow;1;1;258;191;74;2;7;184;63;68;27;5;15;2;3;1;x
P;54;Ludwigslust;5413;Grabow-Land;13054074;Milow;1;1;258;191;74;2;3,7;96,3;34,2;37;14,7;2,7;8,2;1,1;1,6;0,5;x
A;54;Ludwigslust;5413;Grabow-Land;13054075;Möllenbeck;1;1;196;138;70,4;1;3;135;66;48;11;2;2;2;x;4;0
P;54;Ludwigslust;5413;Grabow-Land;13054075;Möllenbeck;1;1;196;138;70,4;1;2,2;97,8;48,9;35,6;8,1;1,5;1,5;1,5;x;3;0
A;54;Ludwigslust;5413;Grabow-Land;13054075;Möllenbeck;1;1;196;138;70,4;2;6;132;63;43;10;4;7;2;1;2;x
P;54;Ludwigslust;5413;Grabow-Land;13054075;Möllenbeck;1;1;196;138;70,4;2;4,3;95,7;47,7;32,6;7,6;3;5,3;1,5;0,8;1,5;x
A;54;Ludwigslust;5413;Grabow-Land;13054077;Muchow;1;1;304;214;70,4;1;3;211;119;51;27;2;5;1;x;6;0
P;54;Ludwigslust;5413;Grabow-Land;13054077;Muchow;1;1;304;214;70,4;1;1,4;98,6;56,4;24,2;12,8;0,9;2,4;0,5;x;2,8;0
A;54;Ludwigslust;5413;Grabow-Land;13054077;Muchow;1;1;304;214;70,4;2;3;211;104;54;34;8;4;1;0;6;x
P;54;Ludwigslust;5413;Grabow-Land;13054077;Muchow;1;1;304;214;70,4;2;1,4;98,6;49,3;25,6;16,1;3,8;1,9;0,5;0;2,8;x
A;54;Ludwigslust;5413;Grabow-Land;13054089;Prislich;2;2;524;353;67,4;1;12;341;172;103;38;13;9;4;x;2;0
P;54;Ludwigslust;5413;Grabow-Land;13054089;Prislich;2;2;524;353;67,4;1;3,4;96,6;50,4;30,2;11,1;3,8;2,6;1,2;x;0,6;0
A;54;Ludwigslust;5413;Grabow-Land;13054089;Prislich;2;2;524;353;67,4;2;11;342;160;102;42;18;11;5;2;2;x
P;54;Ludwigslust;5413;Grabow-Land;13054089;Prislich;2;2;524;353;67,4;2;3,1;96,9;46,8;29,8;12,3;5,3;3,2;1,5;0,6;0,6;x
A;54;Ludwigslust;5413;Grabow-Land;13054098;Steesow;2;2;176;116;65,9;1;4;112;56;41;6;1;7;1;x;0;0
P;54;Ludwigslust;5413;Grabow-Land;13054098;Steesow;2;2;176;116;65,9;1;3,4;96,6;50;36,6;5,4;0,9;6,3;0,9;x;0;0
A;54;Ludwigslust;5413;Grabow-Land;13054098;Steesow;2;2;176;116;65,9;2;5;111;52;41;8;3;7;0;0;0;x
P;54;Ludwigslust;5413;Grabow-Land;13054098;Steesow;2;2;176;116;65,9;2;4,3;95,7;46,8;36,9;7,2;2,7;6,3;0;0;0;x
A;54;Ludwigslust;5413;Grabow-Land;13054115;Werle;1;1;142;91;64,1;1;3;88;50;23;9;4;1;1;x;0;0
P;54;Ludwigslust;5413;Grabow-Land;13054115;Werle;1;1;142;91;64,1;1;3,3;96,7;56,8;26,1;10,2;4,5;1,1;1,1;x;0;0
A;54;Ludwigslust;5413;Grabow-Land;13054115;Werle;1;1;142;91;64,1;2;2;89;47;21;9;10;1;1;0;0;x
P;54;Ludwigslust;5413;Grabow-Land;13054115;Werle;1;1;142;91;64,1;2;2,2;97,8;52,8;23,6;10,1;11,2;1,1;1,1;0;0;x
A;54;Ludwigslust;5413;Grabow-Land;13054122;Zierzow;2;2;380;253;66,6;1;6;247;141;58;33;3;8;2;x;2;0
P;54;Ludwigslust;5413;Grabow-Land;13054122;Zierzow;2;2;380;253;66,6;1;2,4;97,6;57,1;23,5;13,4;1,2;3,2;0,8;x;0,8;0
A;54;Ludwigslust;5413;Grabow-Land;13054122;Zierzow;2;2;380;253;66,6;2;5;248;139;61;37;3;6;1;0;1;x
P;54;Ludwigslust;5413;Grabow-Land;13054122;Zierzow;2;2;380;253;66,6;2;2;98;56;24,6;14,9;1,2;2,4;0,4;0;0,4;x
A;54;Ludwigslust;5413;Grabow-Land;13054713;Briefwahl Grabow-Land;1;1;0;238;0;1;8;230;97;93;20;8;12;0;x;0;0
P;54;Ludwigslust;5413;Grabow-Land;13054713;Briefwahl Grabow-Land;1;1;0;238;0;1;3,4;96,6;42,2;40,4;8,7;3,5;5,2;0;x;0;0
A;54;Ludwigslust;5413;Grabow-Land;13054713;Briefwahl Grabow-Land;1;1;0;238;0;2;9;229;98;92;16;9;14;0;0;0;x
P;54;Ludwigslust;5413;Grabow-Land;13054713;Briefwahl Grabow-Land;1;1;0;238;0;2;3,8;96,2;42,8;40,2;7;3,9;6,1;0;0;0;x
A;54;Ludwigslust;5414;Hagenow-Land;13054002;Alt Zachun;1;1;338;255;75,4;1;6;249;131;63;26;7;7;6;x;7;2
P;54;Ludwigslust;5414;Hagenow-Land;13054002;Alt Zachun;1;1;338;255;75,4;1;2,4;97,6;52,6;25,3;10,4;2,8;2,8;2,4;x;2,8;0,8
A;54;Ludwigslust;5414;Hagenow-Land;13054002;Alt Zachun;1;1;338;255;75,4;2;10;245;123;61;32;7;11;4;0;7;x
P;54;Ludwigslust;5414;Hagenow-Land;13054002;Alt Zachun;1;1;338;255;75,4;2;3,9;96,1;50,2;24,9;13,1;2,9;4,5;1,6;0;2,9;x
A;54;Ludwigslust;5414;Hagenow-Land;13054004;Bandenitz;1;1;419;307;73,3;1;9;298;131;80;50;3;19;7;x;8;0
P;54;Ludwigslust;5414;Hagenow-Land;13054004;Bandenitz;1;1;419;307;73,3;1;2,9;97,1;44;26,8;16,8;1;6,4;2,3;x;2,7;0
A;54;Ludwigslust;5414;Hagenow-Land;13054004;Bandenitz;1;1;419;307;73,3;2;7;300;129;81;47;8;19;7;1;8;x
P;54;Ludwigslust;5414;Hagenow-Land;13054004;Bandenitz;1;1;419;307;73,3;2;2,3;97,7;43;27;15,7;2,7;6,3;2,3;0,3;2,7;x
A;54;Ludwigslust;5414;Hagenow-Land;13054007;Belsch;1;1;226;176;77,9;1;3;173;76;47;34;1;6;6;x;3;0
P;54;Ludwigslust;5414;Hagenow-Land;13054007;Belsch;1;1;226;176;77,9;1;1,7;98,3;43,9;27,2;19,7;0,6;3,5;3,5;x;1,7;0
A;54;Ludwigslust;5414;Hagenow-Land;13054007;Belsch;1;1;226;176;77,9;2;4;172;78;48;28;4;7;5;0;2;x
P;54;Ludwigslust;5414;Hagenow-Land;13054007;Belsch;1;1;226;176;77,9;2;2,3;97,7;45,3;27,9;16,3;2,3;4,1;2,9;0;1,2;x
A;54;Ludwigslust;5414;Hagenow-Land;13054011;Bobzin;1;1;231;175;75,8;1;1;174;86;52;18;2;5;3;x;8;0
P;54;Ludwigslust;5414;Hagenow-Land;13054011;Bobzin;1;1;231;175;75,8;1;0,6;99,4;49,4;29,9;10,3;1,1;2,9;1,7;x;4,6;0
A;54;Ludwigslust;5414;Hagenow-Land;13054011;Bobzin;1;1;231;175;75,8;2;2;173;80;48;20;2;12;3;0;8;x
P;54;Ludwigslust;5414;Hagenow-Land;13054011;Bobzin;1;1;231;175;75,8;2;1,1;98,9;46,2;27,7;11,6;1,2;6,9;1,7;0;4,6;x
A;54;Ludwigslust;5414;Hagenow-Land;13054016;Bresegard bei Picher;1;1;285;187;65,6;1;4;183;84;69;14;6;7;2;x;1;0
P;54;Ludwigslust;5414;Hagenow-Land;13054016;Bresegard bei Picher;1;1;285;187;65,6;1;2,1;97,9;45,9;37,7;7,7;3,3;3,8;1,1;x;0,5;0
A;54;Ludwigslust;5414;Hagenow-Land;13054016;Bresegard bei Picher;1;1;285;187;65,6;2;7;180;81;72;15;4;5;2;0;1;x
P;54;Ludwigslust;5414;Hagenow-Land;13054016;Bresegard bei Picher;1;1;285;187;65,6;2;3,7;96,3;45;40;8,3;2,2;2,8;1,1;0;0,6;x
A;54;Ludwigslust;5414;Hagenow-Land;13054031;Gammelin;1;1;374;266;71,1;1;1;265;123;77;32;8;11;4;x;10;0
P;54;Ludwigslust;5414;Hagenow-Land;13054031;Gammelin;1;1;374;266;71,1;1;0,4;99,6;46,4;29,1;12,1;3;4,2;1,5;x;3,8;0
A;54;Ludwigslust;5414;Hagenow-Land;13054031;Gammelin;1;1;374;266;71,1;2;3;263;112;82;33;11;12;2;3;8;x
P;54;Ludwigslust;5414;Hagenow-Land;13054031;Gammelin;1;1;374;266;71,1;2;1,1;98,9;42,6;31,2;12,5;4,2;4,6;0,8;1,1;3;x
A;54;Ludwigslust;5414;Hagenow-Land;13054041;Groß Krams;1;1;162;109;67,3;1;3;106;40;43;12;1;3;4;x;3;0
P;54;Ludwigslust;5414;Hagenow-Land;13054041;Groß Krams;1;1;162;109;67,3;1;2,8;97,2;37,7;40,6;11,3;0,9;2,8;3,8;x;2,8;0
A;54;Ludwigslust;5414;Hagenow-Land;13054041;Groß Krams;1;1;162;109;67,3;2;7;102;34;42;10;2;8;3;0;3;x
P;54;Ludwigslust;5414;Hagenow-Land;13054041;Groß Krams;1;1;162;109;67,3;2;6,4;93,6;33,3;41,2;9,8;2;7,8;2,9;0;2,9;x
A;54;Ludwigslust;5414;Hagenow-Land;13054046;Hoort;1;1;500;330;66;1;4;326;144;107;40;9;20;1;x;4;1
P;54;Ludwigslust;5414;Hagenow-Land;13054046;Hoort;1;1;500;330;66;1;1,2;98,8;44,2;32,8;12,3;2,8;6,1;0,3;x;1,2;0,3
A;54;Ludwigslust;5414;Hagenow-Land;13054046;Hoort;1;1;500;330;66;2;6;324;135;106;44;12;20;2;1;4;x
P;54;Ludwigslust;5414;Hagenow-Land;13054046;Hoort;1;1;500;330;66;2;1,8;98,2;41,7;32,7;13,6;3,7;6,2;0,6;0,3;1,2;x
A;54;Ludwigslust;5414;Hagenow-Land;13054047;Hülseburg;1;1;126;84;66,7;1;3;81;30;33;10;2;6;0;x;0;0
P;54;Ludwigslust;5414;Hagenow-Land;13054047;Hülseburg;1;1;126;84;66,7;1;3,6;96,4;37;40,7;12,3;2,5;7,4;0;x;0;0
A;54;Ludwigslust;5414;Hagenow-Land;13054047;Hülseburg;1;1;126;84;66,7;2;0;84;34;34;7;1;7;0;0;1;x
P;54;Ludwigslust;5414;Hagenow-Land;13054047;Hülseburg;1;1;126;84;66,7;2;0;100;40,5;40,5;8,3;1,2;8,3;0;0;1,2;x
A;54;Ludwigslust;5414;Hagenow-Land;13054052;Kirch Jesar;1;1;541;376;69,5;1;5;371;165;122;50;10;15;3;x;4;2
P;54;Ludwigslust;5414;Hagenow-Land;13054052;Kirch Jesar;1;1;541;376;69,5;1;1,3;98,7;44,5;32,9;13,5;2,7;4;0,8;x;1,1;0,5
A;54;Ludwigslust;5414;Hagenow-Land;13054052;Kirch Jesar;1;1;541;376;69,5;2;12;364;156;127;44;9;20;3;0;5;x
P;54;Ludwigslust;5414;Hagenow-Land;13054052;Kirch Jesar;1;1;541;376;69,5;2;3,2;96,8;42,9;34,9;12,1;2,5;5,5;0,8;0;1,4;x
A;54;Ludwigslust;5414;Hagenow-Land;13054060;Kuhstorf;1;1;665;490;73,7;1;8;482;227;140;68;6;29;6;x;6;0
P;54;Ludwigslust;5414;Hagenow-Land;13054060;Kuhstorf;1;1;665;490;73,7;1;1,6;98,4;47,1;29;14,1;1,2;6;1,2;x;1,2;0
A;54;Ludwigslust;5414;Hagenow-Land;13054060;Kuhstorf;1;1;665;490;73,7;2;10;480;222;143;64;10;30;4;1;6;x
P;54;Ludwigslust;5414;Hagenow-Land;13054060;Kuhstorf;1;1;665;490;73,7;2;2;98;46,3;29,8;13,3;2,1;6,3;0,8;0,2;1,3;x
A;54;Ludwigslust;5414;Hagenow-Land;13054076;Moraas;1;1;452;361;79,9;1;6;355;165;111;46;9;14;4;x;6;0
P;54;Ludwigslust;5414;Hagenow-Land;13054076;Moraas;1;1;452;361;79,9;1;1,7;98,3;46,5;31,3;13;2,5;3,9;1,1;x;1,7;0
A;54;Ludwigslust;5414;Hagenow-Land;13054076;Moraas;1;1;452;361;79,9;2;7;354;158;114;44;13;16;1;1;7;x
P;54;Ludwigslust;5414;Hagenow-Land;13054076;Moraas;1;1;452;361;79,9;2;1,9;98,1;44,6;32,2;12,4;3,7;4,5;0,3;0,3;2;x
A;54;Ludwigslust;5414;Hagenow-Land;13054086;Pätow-Steegen;1;1;344;231;67,2;1;6;225;96;59;39;8;12;1;x;6;4
P;54;Ludwigslust;5414;Hagenow-Land;13054086;Pätow-Steegen;1;1;344;231;67,2;1;2,6;97,4;42,7;26,2;17,3;3,6;5,3;0,4;x;2,7;1,8
A;54;Ludwigslust;5414;Hagenow-Land;13054086;Pätow-Steegen;1;1;344;231;67,2;2;7;224;92;60;42;10;14;2;0;4;x
P;54;Ludwigslust;5414;Hagenow-Land;13054086;Pätow-Steegen;1;1;344;231;67,2;2;3;97;41,1;26,8;18,8;4,5;6,3;0,9;0;1,8;x
A;54;Ludwigslust;5414;Hagenow-Land;13054087;Picher;2;2;605;411;67,9;1;11;400;210;106;46;17;11;8;x;2;0
P;54;Ludwigslust;5414;Hagenow-Land;13054087;Picher;2;2;605;411;67,9;1;2,7;97,3;52,5;26,5;11,5;4,3;2,8;2;x;0,5;0
A;54;Ludwigslust;5414;Hagenow-Land;13054087;Picher;2;2;605;411;67,9;2;7;404;198;107;57;17;13;8;1;3;x
P;54;Ludwigslust;5414;Hagenow-Land;13054087;Picher;2;2;605;411;67,9;2;1,7;98,3;49;26,5;14,1;4,2;3,2;2;0,2;0,7;x
A;54;Ludwigslust;5414;Hagenow-Land;13054090;Pritzier;1;1;412;252;61,2;1;11;241;131;62;28;3;9;5;x;2;1
P;54;Ludwigslust;5414;Hagenow-Land;13054090;Pritzier;1;1;412;252;61,2;1;4,4;95,6;54,4;25,7;11,6;1,2;3,7;2,1;x;0,8;0,4
A;54;Ludwigslust;5414;Hagenow-Land;13054090;Pritzier;1;1;412;252;61,2;2;8;244;140;64;18;5;8;6;0;3;x
P;54;Ludwigslust;5414;Hagenow-Land;13054090;Pritzier;1;1;412;252;61,2;2;3,2;96,8;57,4;26,2;7,4;2;3,3;2,5;0;1,2;x
A;54;Ludwigslust;5414;Hagenow-Land;13054092;Redefin;1;1;461;334;72,5;1;4;330;166;81;60;4;13;1;x;4;1
P;54;Ludwigslust;5414;Hagenow-Land;13054092;Redefin;1;1;461;334;72,5;1;1,2;98,8;50,3;24,5;18,2;1,2;3,9;0,3;x;1,2;0,3
A;54;Ludwigslust;5414;Hagenow-Land;13054092;Redefin;1;1;461;334;72,5;2;4;330;155;81;67;4;18;1;0;4;x
